time(s)	erg/cm2/s	err
2086.018826	1.82222E-12	1.62175E-13
2183.579716	1.58142E-12	5.72013E-14
2185.215947	1.64634E-12	1.02283E-13
2191.061167	1.73399E-12	1.37939E-13
2192.69103	1.51239E-12	1.11342E-13
2240.395717	1.59311E-12	1.53497E-13
2242.081949	1.49493E-12	1.39959E-13
2323.002407	1.39010E-12	7.47357E-14
2324.750831	1.55337E-12	6.61937E-14
2463.835339	1.48268E-12	5.36298E-14
2465.669989	1.55635E-12	3.42751E-14
2535.215947	8.75930E-13	8.70296E-14
2604.35754	1.56692E-12	7.05229E-14
2606.312292	1.63088E-12	1.05058E-13
2843.118599	1.42773E-12	1.25625E-13
2845.238095	1.32749E-12	1.19444E-13
2858.327695	1.34600E-12	2.45673E-14
2860.465116	1.52939E-12	1.74689E-13
2887.385841	1.27952E-12	4.62814E-14
2890.365449	1.34310E-12	2.95787E-14
2961.507179	1.17773E-12	6.33182E-14
3007.997344	1.35222E-12	1.85283E-13
3021.358785	1.36347E-12	1.19971E-13
3023.615725	1.26338E-12	1.13871E-13
3030.393892	1.41594E-12	3.85884E-14
3031.561462	1.47021E-12	8.92396E-14
3293.631007	1.33489E-12	1.17456E-13
3296.096346	1.23862E-12	1.11715E-13
3416.871774	1.36473E-12	4.93635E-14
3419.158361	1.43255E-12	3.15485E-14
3478.850693	1.26779E-12	1.32655E-13
3482.834994	1.20093E-12	1.71692E-13
3659.146485	1.28070E-12	1.12687E-13
3661.877076	1.17880E-12	1.06501E-13
3753.560959	1.24465E-12	4.50201E-14
3756.921373	1.28839E-12	8.10953E-14
3925.084571	1.13513E-12	9.98792E-14
3928.017719	1.03646E-12	9.40572E-14
4051.791186	1.14563E-12	4.14387E-14
4055.924695	1.20256E-12	2.64837E-14
4125.386671	1.10420E-12	5.93647E-14
4127.906977	1.24046E-12	5.31721E-14
4165.829529	1.06230E-12	9.34706E-14
4168.936877	9.67075E-13	8.79699E-14
4200.081667	1.03525E-12	3.74461E-14
4202.657807	1.06696E-12	6.78279E-14
4461.184939	1.15570E-12	1.04485E-13
4498.574819	1.10420E-12	3.99398E-14
4501.66113	1.15907E-12	2.55257E-14
4609.242925	1.02576E-12	8.15997E-14
4612.403101	9.73804E-13	1.34163E-13
4647.96481	1.00704E-12	4.53242E-14
4651.162791	1.03720E-12	6.83233E-14
4743.826135	1.17880E-12	1.06501E-13
4952.266246	1.08404E-12	3.92109E-14
4954.568106	1.27595E-12	1.14964E-13
4955.703212	1.13791E-12	2.50598E-14
5056.83924	8.93400E-13	7.10704E-14
5060.908084	1.00857E-12	5.66893E-14
5103.87916	9.97806E-13	3.60916E-14
5107.973422	1.02747E-12	6.54466E-14
5438.345423	9.61714E-13	4.32843E-14
5442.967885	1.00950E-12	2.77900E-14
6119.601329	6.95001E-13	8.31768E-14
6210.464603	8.37618E-13	1.01333E-13
6461.678812	8.93400E-13	1.15281E-13
7811.710183	6.65344E-13	6.41062E-14
7818.383167	6.34488E-13	9.20047E-14
9412.955764	6.41278E-13	7.75801E-14
9663.883144	5.63697E-13	7.72386E-14
11014.20134	4.23688E-13	4.43327E-14
11021.59468	4.05936E-13	6.10625E-14
11887.37987	6.02901E-13	7.29374E-14
11896.26246	5.70307E-13	4.39589E-14
12615.42302	5.04715E-13	6.51266E-14
12866.63723	5.00088E-13	6.85227E-14
13485.01618	4.42024E-13	8.43842E-14
13495.09967	4.20832E-13	5.32901E-14
14423.59167	5.14098E-13	4.95336E-14
14435.21595	4.91571E-13	7.21594E-14
15175.63283	3.27375E-13	2.88055E-14
15186.98782	3.10533E-13	1.70969E-14
15390.5154	3.45339E-13	4.17783E-14
15402.02104	3.28177E-13	2.52957E-14
15637.6662	4.11004E-13	4.30055E-14
15649.36323	3.90938E-13	2.58285E-14
15794.22691	3.21993E-13	3.36918E-14
15806.03544	3.04866E-13	2.01419E-14
15976.60221	3.63284E-13	4.09944E-14
15988.53821	3.43644E-13	2.45958E-14
16349.36011	4.86459E-13	7.43176E-14
17976.5876	3.15534E-13	2.89283E-15
17990.03322	2.99301E-13	1.64785E-15
19570.0888	3.31930E-13	1.78455E-14
19584.71761	3.09256E-13	4.02756E-14
21428.57143	5.78060E-13	5.05320E-14
21627.90698	1.95933E-13	3.34411E-14
22063.46751	2.57185E-13	1.82688E-14
22079.9557	2.10572E-13	1.87414E-14
22443.27662	3.10632E-13	1.39807E-14
22728.43224	3.50789E-13	6.16904E-14
22745.43189	3.29398E-13	5.97073E-14
28384.09827	2.25448E-13	1.01468E-14
28405.31561	1.98838E-13	2.61546E-14
33441.51116	1.86658E-13	2.99660E-14
33471.7608	1.80366E-13	3.16521E-14
36643.97842	1.61082E-13	2.95452E-14
36683.27796	1.55890E-13	2.90668E-14
37908.72604	1.33859E-13	3.68866E-14
37937.07087	1.27089E-13	2.44899E-14
41251.54818	1.37736E-13	6.19912E-15
41282.39203	1.30650E-13	3.59657E-15
41381.02747	1.53832E-13	9.60495E-15
41411.96013	1.40515E-13	1.08853E-14
48504.70711	1.10420E-13	1.06390E-14
48532.66888	1.15907E-13	7.01958E-15
48638.05859	1.25616E-13	1.31439E-14
48671.09635	1.23138E-13	1.17352E-14
49106.61683	1.72751E-13	1.66644E-14
54716.57479	1.15092E-13	9.15564E-15
54757.47508	9.22785E-14	1.33433E-14
55085.0685	9.59944E-14	1.31533E-14
55126.24585	7.30128E-14	9.03740E-15
61123.93062	8.04352E-14	2.37531E-14
61169.62901	7.65788E-14	1.60215E-14
64128.15138	6.65344E-14	3.57708E-15
64167.97278	7.63917E-14	2.08189E-15
64215.94684	7.24617E-14	1.19685E-15
64267.57407	8.61085E-14	3.87552E-15
64315.61462	7.75780E-14	5.76672E-15
73222.67939	7.78119E-14	6.84660E-15
73283.49945	8.16786E-14	4.49695E-15
73496.8399	7.85319E-14	8.21720E-15
73560.35437	7.61287E-14	7.34767E-15
87213.87667	4.90960E-14	3.48747E-15
87363.26666	5.90264E-14	2.13504E-15
87428.57143	5.59897E-14	1.23304E-15
87462.86796	5.90264E-14	4.69557E-15
87528.2392	5.27040E-14	4.56315E-15
91016.6113	2.78259E-14	5.03961E-15
97794.84704	5.74177E-14	5.53223E-15
97868.21705	6.02710E-14	3.65015E-15
98214.23853	7.09653E-14	6.83754E-15
98283.49945	6.86283E-14	6.37756E-15
109189.0248	6.97985E-14	8.44405E-15
109270.6534	6.60858E-14	5.09385E-15
122471.5638	5.14098E-14	5.80129E-15
122563.6766	5.39645E-14	3.86244E-15
123657.8398	4.77580E-14	6.16252E-15
123754.1528	4.57529E-14	5.04155E-15
132183.3712	6.22080E-14	1.04656E-14
132282.1705	5.91709E-14	6.51551E-15
141665.9786	3.86408E-14	3.39997E-15
141777.4086	3.68327E-14	3.35172E-15
141933.2074	4.15955E-14	2.95468E-15
142026.5781	4.36625E-14	1.92313E-15
145297.5417	3.89983E-14	4.08060E-15
145404.2082	4.09363E-14	2.70458E-15
146277.9703	4.15955E-14	5.03212E-15
146400.8859	3.97185E-14	4.22069E-15
169294.5459	3.69017E-14	4.16413E-15
169347.3941	3.36547E-14	3.52147E-15
169435.2159	3.51365E-14	3.59988E-15
169462.9014	3.53271E-14	2.33399E-15
183500.6975	2.72299E-14	2.39594E-15
183637.8738	2.58290E-14	1.42206E-15
879487.9177	2.67329E-15	1.89893E-16
879858.6439	2.39357E-15	1.90409E-16
880398.6711	2.13571E-15	2.05194E-16
881506.0908	2.49959E-15	5.51016E-16
