   8.4199999999999989e+01    1.4100000000000001e+01    1.8270000000000000e+01    2.8999999999999998e-01
   1.5500000000000000e+02    1.3800000000000011e+01    1.7539999999999999e+01    1.4999999999999999e-01
   1.8130000000000001e+02    5.0000000000000000e+00    1.7530000000000001e+01    2.0000000000000001e-01
   2.2980000000000001e+02    1.5000000000000000e+01    1.5436999999999999e+01    2.5000000000000001e-02
   2.6739999999999998e+02    1.4999999999999986e+01    1.5297000000000001e+01    2.4000000000000000e-02
   3.0500000000000000e+02    1.5000000000000000e+01    1.5869999999999999e+01    3.3000000000000002e-02
   3.4260000000000002e+02    1.5000000000000000e+01    1.5115000000000000e+01    2.1999999999999999e-02
   3.8019999999999999e+02    1.5000000000000000e+01    1.4972000000000000e+01    2.0000000000000000e-02
   4.2680000000000001e+02    6.0000000000000000e+00    1.4632999999999999e+01    1.9000000000000000e-02
   4.5539999999999998e+02    1.5000000000000000e+01    1.4779000000000000e+01    1.9000000000000000e-02
   4.9310000000000002e+02    1.5000000000000000e+01    1.4740000000000000e+01    2.0000000000000000e-02
   5.3070000000000005e+02    1.5000000000000000e+01    1.4718000000000000e+01    1.9000000000000000e-02
   5.6829999999999995e+02    1.5000000000000000e+01    1.4763999999999999e+01    1.9000000000000000e-02
   6.0920000000000005e+02    1.5000000000000000e+01    1.4901000000000000e+01    2.0000000000000000e-02
   6.4679999999999995e+02    1.5000000000000000e+01    1.4983000000000001e+01    2.0000000000000000e-02
   6.8439999999999998e+02    1.5000000000000000e+01    1.5038000000000000e+01    2.1000000000000001e-02
   7.2200000000000000e+02    1.5000000000000000e+01    1.5060000000000000e+01    2.1999999999999999e-02
