time_sec	flux	flux_err	band	logF	logT	mag	mag_err
160.0	1.0327659774622232e-12	2.8546294329923974e-13	V	-11.985998077523002	2.2041199826559246	18.2	0.3
4715.0	1.7947415715380038e-12	3.30862034233578e-13	V	-11.745998077523003	3.6734816970733473	17.6	0.2
12318.0	1.0327659774622232e-12	1.9039122824661508e-13	V	-11.985998077523002	4.090540199754235	18.2	0.2
5727.0	6.734660078378441e-13	1.252776439325252e-13	U	-12.17168431973462	3.7579271831133294	18.3	0.2
10503.0	6.724422967741526e-13	6.299241906176487e-14	B	-12.172344977151232	4.021313365484695	19.0	0.1
14527.0	1.889084716330713e-11	6.9596452915615774e-12	R	-10.723748565630324	4.162175936530162	14.7	0.4
41287.0	2.2807014910203455e-13	2.112223425160278e-15	Rc	-12.641931553516114	4.6158133272733535	19.48	0.01
39019.0	9.955623094441348e-14	4.585750997291836e-15	Rc	-13.001931553516114	4.591276134867647	20.38	0.05
210055.0	1.0657492184802685e-13	6.165014599344722e-15	B	-12.972344977151232	5.322333023634378	21.0	0.06
212287.0	1.0905935900660826e-13	7.114169678773067e-15	Ic	-12.962337059195603	5.326923399718846	19.83	0.07
