9072000	25	0.2	r'	14500
25920	23.3	0	g'	11020
25920	23.9	0	r'	11020
25920	23.5	0	i'	11020
25920	23.5	0	z'	11020
25920	22	0	J	11020
25920	21.2	0.3	H	11020
25920	20.3	0	K	11020
422	19.82	0	u_swift	11016
947	20.04	0	u_swift	11016
1237	20.06	0	v_swift	11016
809	20.37	0	b_swift	11016
1345.5	20.62	0	uvw1_swift	11016
1923.5	20.69	0	uvm2_swift	11016
827.5	20.19	0	uvw2_swift	11016
50	14.62	0.08	I	11008
50	15.24	0.07	R	11008
50	15.78	0.08	V	11008
50	16.54	0.21	B	11008
95	18.7	0.3	I	11007
