Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
          229.0            -9.0            -9.0    -9.0000    10.0000 b   14.790   0.1200  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
          313.0            -9.0            -9.0    -9.0000    10.0000 b   15.190   0.1200  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
          397.0            -9.0            -9.0    -9.0000    10.0000 b   15.510   0.1300  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
          482.0            -9.0            -9.0    -9.0000    10.0000 b   15.630   0.1400  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
          571.0            -9.0            -9.0    -9.0000    10.0000 b   15.700   0.1400  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
          651.0            -9.0            -9.0    -9.0000    10.0000 b   16.130   0.1600  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
          735.0            -9.0            -9.0    -9.0000    10.0000 b   16.030   0.1600  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
          820.0            -9.0            -9.0    -9.0000    10.0000 b   16.560   0.2000  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
          904.0            -9.0            -9.0    -9.0000    10.0000 b   16.440   0.2000  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
         1034.0            -9.0            -9.0    -9.0000   100.0000 b   16.610   0.1100  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
        12671.0            -9.0            -9.0    -9.0000   390.0000 b   18.590   0.1800  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
        16182.0            -9.0            -9.0    -9.0000   190.0000 b   18.690   0.1700  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
        30031.0            -9.0            -9.0    -9.0000   388.0000 b   19.820   0.5200  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
        33898.0            -9.0            -9.0    -9.0000   900.0000 b   20.840   0.4500  -9.0000  -9.0000  -9.0000 UVOT blustin06 0 NNN  0.000  0.000 0 nnn
        45468.0            -9.0            -9.0    -9.0000   896.0000 b   20.700 100.0000  -9.0000  -9.0000  -9.0000 UVOT blustin06 1 NNN  0.000  0.000 0 nnn
        62549.0            -9.0            -9.0    -9.0000  6513.0000 b   21.550 100.0000  -9.0000  -9.0000  -9.0000 UVOT blustin06 1 NNN  0.000  0.000 0 nnn
