time_sec	flux	flux_err	band_init	band_norm	source
44199.84	8.636526655897887e-14	4.498483852891789e-15	V	R	astro-ph0202309
127204.32	3.7699806208636484e-14	2.9254202571739055e-15	V	R	astro-ph0202309
38970	1.2105005701290625e-13	7.804385589951923e-15	R	R	astro-ph0202309
39065.52	1.0161667922822645e-13	1.871848406323775e-15	R	R	astro-ph0202309
39914.4	9.098399417310925e-14	3.351974218944935e-15	R	R	astro-ph0202309
41676.96	9.353302887860012e-14	3.445884127975139e-15	R	R	astro-ph0202309
43180.32	1.0446360240810679e-13	2.886436003984363e-15	R	R	astro-ph0202309
45608.16	9.70431752790748e-14	3.5752027003904945e-15	R	R	astro-ph0202309
46841.52	8.221763845168302e-14	3.0290097388803097e-15	R	R	astro-ph0202309
125027.04	3.3648444954179314e-14	3.409049941172656e-15	R	R	astro-ph0202309
133788	3.588930087355753e-14	2.3138687373040893e-15	R	R	astro-ph0202309
131055.6	3.7928441556612573e-14	3.1440047086350712e-15	R	R	astro-ph0202309
40735.2	1.0868718481016876e-13	7.865071127788897e-15	I	R	astro-ph0202309
42471.84	1.0670342012001607e-13	6.860453958639528e-15	I	R	astro-ph0202309
44908.32	1.0572515728422549e-13	5.981336478311711e-15	I	R	astro-ph0202309
46308	9.208276253694039e-14	5.209526291885633e-15	I	R	astro-ph0202309
126245.28	4.744367693125151e-14	5.053225409167106e-15	I	R	astro-ph0202309
134660.64	4.4073581134379326e-14	4.694276549938531e-15	I	R	astro-ph0202309
126050.4	2.244085303371904e-14	6.4976364840881386e-15	U	R	astro-ph0307222
103171.68	1.532637196598668e-14	2.020733213065631e-15	U	R	astro-ph0307222
123984.72	1.1340686930523822e-14	1.2622733976728034e-15	U	R	astro-ph0307222
133956	1.0870245724613316e-14	1.161211047060895e-15	U	R	astro-ph0307222
187547.52	5.333832355677143e-15	1.404432657407775e-15	U	R	astro-ph0307222
99277.44	4.0136464835117556e-14	3.0093946241999275e-15	V	R	astro-ph0307222
100711.68	3.822426275500291e-14	2.7332026581458655e-15	V	R	astro-ph0307222
122898.48	4.179642319000921e-14	4.39244763849788e-15	V	R	astro-ph0307222
130585.68	3.232504348414804e-14	2.764061756384159e-15	V	R	astro-ph0307222
184050.72	1.214336692160727e-14	2.478263549196749e-15	V	R	astro-ph0307222
739507.2	1.630568761257481e-15	3.3277254583265577e-16	V	R	astro-ph0307222
93093.6	5.688070863668993e-14	6.8105789328605545e-15	R	R	astro-ph0307222
94539.6	5.130562686822729e-14	4.2056263494404195e-15	R	R	astro-ph0307222
95556	6.701391621263325e-14	4.999489921617306e-15	R	R	astro-ph0307222
96333.6	5.4722382614937964e-14	4.636908282611635e-15	R	R	astro-ph0307222
97119.84	5.437070925517674e-14	4.707263741955774e-15	R	R	astro-ph0307222
97836.96	4.9495418228563614e-14	5.88071846872517e-15	R	R	astro-ph0307222
99092.88	4.338753712862277e-14	6.713514945587014e-15	R	R	astro-ph0307222
100846.8	5.0601687277581996e-14	3.1225937135929414e-15	R	R	astro-ph0307222
102151.44	4.3427516935663777e-14	6.519710063541742e-15	R	R	astro-ph0307222
102577.92	4.4603095303791753e-14	1.9308055401405876e-15	R	R	astro-ph0307222
103960.32	4.627697881112289e-14	2.6852283752941804e-15	R	R	astro-ph0307222
103954.08	4.774907890536945e-14	4.837637960834806e-15	R	R	astro-ph0307222
105368.64	4.374868447755179e-14	3.545874418807098e-15	R	R	astro-ph0307222
122094.96	4.67482112955624e-14	3.272308727380254e-15	R	R	astro-ph0307222
128699.04	3.696281156862133e-14	2.2809485068698827e-15	R	R	astro-ph0307222
129398.88	3.595547233636745e-14	2.053205258409331e-15	R	R	astro-ph0307222
134807.52	3.771941932441746e-14	1.9802295364837305e-15	R	R	astro-ph0307222
135507.36	3.318677098169805e-14	2.6286885266590463e-15	R	R	astro-ph0307222
393768.96	6.1796659352396406e-15	1.4229206662165903e-15	R	R	astro-ph0307222
479223.36	4.395061923005574e-15	1.0120004066698379e-15	R	R	astro-ph0307222
476903.52	3.0127632027507172e-15	5.549714911499839e-16	R	R	astro-ph0307222
565735.68	2.6975220186873387e-15	9.938038381204275e-16	R	R	astro-ph0307222
823446.72	1.0255692678461612e-15	1.5113347251042484e-16	R	R	astro-ph0307222
1.21E+06	2.722481882615598e-16	4.0119975672685055e-17	R	R	astro-ph0307222
-431871.18	1.3770984780836386e-16	2.6635445988649458e-17	R	R	astro-ph0307222
81344.82	5.740701935366648e-17	2.5379433023418834e-17	R	R	astro-ph0307222
103240.08	4.170406030381998e-14	8.181874902171778e-15	I	R	astro-ph0307222
122501.04	3.910014247540751e-14	8.38195876129602e-15	I	R	astro-ph0307222
132253.2	4.4073581134379326e-14	6.258873066955321e-15	I	R	astro-ph0307222
304951.68	7.729979459792875e-15	1.797928810386179e-15	I	R	astro-ph0307222
49127.76	1.0193015595396215e-13	1.0902265500854523e-14	J	R	astro-ph0307222
221566.32	2.129622804519621e-14	2.2778061128478846e-15	J	R	astro-ph0307222
50134.56	1.1070845443887586e-13	2.1615384227138713e-14	K	R	astro-ph0307222
19458	1.233005455968059e-13	1.7034599894954272e-14	R	R	1195
24342	5.251504545522241e-14	7.85090415770546e-15	B	R	1195
24342	1.5402875372877168e-13	2.2261817260145632e-14	g	R	1195
24342	1.3578286159915822e-13	1.911186311224239e-14	i	R	1195
25206	4.4497859228124936e-14	6.2422584116804616e-15	V	R	1195
26292	1.1775110689734778e-13	1.6267916605522878e-14	R	R	1195
31254	5.3498193566586644e-14	7.50484528005477e-15	V	R	1195
43601	7.876605924565135e-14	4.102666034504855e-15	V	R	1195
169779	3.375507814726093e-14	2.9161589278281656e-15	V	R	1199
38739	1.1994026341947794e-13	8.837525203183006e-15	R	R	1195
39279	9.014984790065417e-14	3.321243134587629e-15	R	R	1199
41051	8.850442774003151e-14	4.075779519563305e-15	R	R	1199
42611	9.52719377143593e-14	2.632460922740891e-15	R	R	1199
45011	9.098399417310925e-14	3.351974218944935e-15	R	R	1199
124451	3.3648444954179314e-14	3.409049941172656e-15	R	R	1199
133192	3.2431347846651565e-14	2.0909262667273243e-15	R	R	1199
40132	1.0190097511774597e-13	6.551682667242167e-15	I	R	1199
41872	1.0475586321602277e-13	7.580583825829837e-15	I	R	1199
44272	1.0096674136238543e-13	5.712131991287242e-15	I	R	1199
45712	8.875203910857717e-14	5.70627705611426e-15	I	R	1199
126232	4.6577732236560756e-14	4.960993651066115e-15	I	R	1199
134032	4.094287541885673e-14	4.720959580328977e-15	I	R	1199
21600	1.0161667922822645e-13	1.871848406323775e-15	R	R	1209
29376	7.70841341114666e-14	1.4199422248913344e-15	R	R	1209
26784	3.4274016251739984e-14	1.2627014223726742e-15	R	R	1209
68256	2.7476726973212858e-15	5.061400154622987e-16	R	R	1213
26784	3.078499715360782e-14	1.858904313800946e-15	V	R	1214
38880	1.3532093762995044e-13	8.724463265187626e-15	R	R	Li_Liang
39035.52	1.1359651247863075e-13	2.092525089995258e-15	R	R	Li_Liang
39614.4	1.017103147626803e-13	3.747146473220477e-15	R	R	Li_Liang
41376.96	1.0455986126360912e-13	3.85212764593779e-15	R	R	Li_Liang
42880.32	1.167790662383594e-13	3.226724845130527e-15	R	R	Li_Liang
45308.16	1.0848382721498356e-13	3.996691894018606e-15	R	R	Li_Liang
46811.52	9.191047240742596e-14	3.386106938486073e-15	R	R	Li_Liang
124727	3.7615340573559965e-14	3.8109509887932234e-15	R	R	Li_Liang
133488	4.012037635451425e-14	2.5866562545380285e-15	R	R	Li_Liang
131025.6	4.239991620769239e-14	3.5146589401450482e-15	R	R	Li_Liang
