time_sec	flux	flux_err	band_init	band_norm	source
2.98E+02	2.2011146082343446e-12	4.257715568075928e-13	Rc	R	cenko09
3.84E+02	3.5030828880713707e-12	5.538722173891408e-13	i'	R	cenko09
4.69E+02	4.035083455626704e-12	1.3893883940055119e-12	z'	R	cenko09
5.55E+02	2.646321809996993e-12	4.87518774362342e-13	Rc	R	cenko09
6.41E+02	3.0792887369397115e-12	5.149673388996531e-13	i'	R	cenko09
7.26E+02	3.4502655466181046e-12	1.156577708581664e-12	z'	R	cenko09
8.12E+02	2.0636814295700626e-12	3.6117659277860656e-13	Rc	R	cenko09
8.97E+02	2.335879382882404e-12	3.906426751617306e-13	i'	R	cenko09
9.83E+02	1.9491825802055424e-12	5.294127870074182e-13	z'	R	cenko09
8.47E+04	1.0154128524000869e-13	1.9641590190327536e-14	Rc	R	cenko09
