time_sec	flux	flux_err	band_init	band_norm	source
30003.8	2.477543212781834e-13	1.253169619892818e-14	g'	R	arXiv1502.00630
30003.8	2.3953270240817634e-13	1.1044477481278568e-14	r'	R	arXiv1502.00630
30003.8	2.1769990595838172e-13	1.2349881969269488e-14	i'	R	arXiv1502.00630
30003.8	2.421749766628394e-13	1.7095219430158736e-14	z'	R	arXiv1502.00630
30008.8	1.1564477185162844e-13	1.0910393567819695e-14	J	R	arXiv1502.00630
30008.8	6.795052861431071e-14	8.724108588051662e-15	H	R	arXiv1502.00630
30008.8	5.746629241245977e-14	1.2762580709219018e-14	Ks	R	arXiv1502.00630
31478.4	2.3228503868213265e-13	1.1749242238452515e-14	g'	R	arXiv1502.00630
31478.4	2.125028770211136e-13	5.891741989588342e-15	r'	R	arXiv1502.00630
31478.4	2.197142583871193e-13	6.692278182353394e-15	i'	R	arXiv1502.00630
31478.4	1.9958562877023e-13	9.32643184390626e-15	z'	R	arXiv1502.00630
31589.8	9.979895726936089e-14	8.619001782517173e-15	J	R	arXiv1502.00630
31589.8	6.429731530931047e-14	7.751138749728534e-15	H	R	arXiv1502.00630
31589.8	5.1929384895291093e-14	1.0173391190944453e-14	Ks	R	arXiv1502.00630
33341.4	2.259546265029702e-13	1.3351578134619285e-14	g'	R	arXiv1502.00630
33341.4	2.048164404765446e-13	3.8018135494635425e-15	r'	R	arXiv1502.00630
33341.4	2.0790179616781814e-13	6.332482310340304e-15	i'	R	arXiv1502.00630
33341.4	1.9414636629202103e-13	7.741023700420459e-15	z'	R	arXiv1502.00630
33366.4	9.356771066657245e-14	7.359339114807191e-15	J	R	arXiv1502.00630
33366.4	7.050060430720218e-14	7.961022989076307e-15	H	R	arXiv1502.00630
33366.4	4.2015852365635884e-14	1.0444400300150907e-14	Ks	R	arXiv1502.00630
39394.4	1.8967986771817822e-13	1.120811560090015e-14	g'	R	arXiv1502.00630
39394.4	1.8170413653298188e-13	6.707108600680801e-15	r'	R	arXiv1502.00630
39394.4	1.8960869162661307e-13	5.775292507059911e-15	i'	R	arXiv1502.00630
39394.4	1.6297810603028976e-13	7.615799831411247e-15	z'	R	arXiv1502.00630
39505.8	7.229795342391257e-14	7.412769701501925e-15	J	R	arXiv1502.00630
39505.8	5.2022694144942554e-14	6.6791479333377084e-15	H	R	arXiv1502.00630
39505.8	5.693943827681405e-14	1.2645572665966406e-14	Ks	R	arXiv1502.00630
118359.2	6.699173692642555e-14	5.727285173196861e-15	g'	R	arXiv1502.00630
118359.2	6.072462118155029e-14	2.241482427264011e-15	r'	R	arXiv1502.00630
118359.2	6.051433169824617e-14	2.8927097759785434e-15	i'	R	arXiv1502.00630
118359.2	5.2496369099665e-14	3.705737733154845e-15	z'	R	arXiv1502.00630
118475.6	1.9016299277046074e-14	3.947310794506416e-15	J	R	arXiv1502.00630
118475.6	1.5282444934899134e-14	3.1199546828759006e-15	H	R	arXiv1502.00630
118475.6	1.9925681238280518e-14	6.919137726483323e-15	Ks	R	arXiv1502.00630
206453.4	3.749913398192716e-14	5.923637131453687e-15	g'	R	arXiv1502.00630
206453.4	3.5593018000163656e-14	2.2962094099191603e-15	r'	R	arXiv1502.00630
206453.4	3.032901049864723e-14	2.543940152356039e-15	i'	R	arXiv1502.00630
206453.4	2.3341527130310186e-14	3.2938148852302654e-15	z'	R	arXiv1502.00630
558688.8	1.3400654297939303e-14	4.851268734245463e-15	J	R	arXiv1502.00630
558688.8	1.0379892115055602e-14	4.260813450585103e-15	H	R	arXiv1502.00630
206478.4	1.0475936074284475e-14	2.9744192623747286e-15	H	R	arXiv1502.00630
293496.8	2.1578499308757896e-14	3.408697379731778e-15	g'	R	arXiv1502.00630
293496.8	2.5082153088338168e-14	1.6181228560671705e-15	r'	R	arXiv1502.00630
293496.8	2.237990514258163e-14	2.0811283979741786e-15	i'	R	arXiv1502.00630
293496.8	1.5853650017739272e-14	1.9521659392345244e-15	z'	R	arXiv1502.00630
468238.6	1.6673287471378253e-14	8.433539005525585e-16	g'	R	arXiv1502.00630
468238.6	2.067115836669059e-14	9.531147137638784e-16	r'	R	arXiv1502.00630
468238.6	1.8275036012109696e-14	1.03672317514391e-15	i'	R	arXiv1502.00630
468238.6	1.2709523443847261e-14	1.9082445137216596e-15	z'	R	arXiv1502.00630
558613	1.2078729016934243e-14	1.1408312899730683e-15	g'	R	arXiv1502.00630
