4549	18	0	R	15786
129	15.76	0.03	white_swift	15787
8153	18.5	0.25	Unfiltered(calibrated_=08*R+0.2*B)	15788
7588.51	17.76	0.24	None	15792
13227	18.06	0.08	None	15792
127	15.88	0.02	white_swift	15795
606	15.75	0.11	v_swift	15795
532	16.51	0.09	b_swift	15795
389	16.18	0.04	u_swift	15795
9294.5	20.9	0	uvw1_swift	15795
20293.5	21.2	0	uvm2_swift	15795
22348	21	0	uvw2_swift	15795
34674	18.65	0.05	R	15797
35030.4	18.77	0.06	R	15797
35386.8	18.75	0.06	R	15797
37518	18.89	0.06	R	15797
45576	19.15	0.1	R	15800
53386.2	18.9	0	CR	15801
36570	20.74	0.14	g'	15803
36570	18.88	0.08	Rc	15803
36570	18.37	0.1	Ic	15803
135	14.97	0.02	r'	15806
25200.67	18.73	0.05	R	15807
26109.84	18.59	0.07	R	15807
27955.344	18.61	0.07	R	15807
39486.288	19.01	0.08	R	15807
41829.456	19.29	0.09	R	15807
310260	18.5	0	V	15813
596160	21.69	0.07	r'	15835
