time_sec	flux	flux_err	band_init	band_norm	source
1172	2.611394502279472e-14	6.348430103846769e-15	B	R	astro-ph0607601
2868	1.7900801859357876e-14	5.819052202083267e-15	B	R	astro-ph0607601
532	4.4458461347878837e-14	1.8017012702845686e-14	R	R	astro-ph0607601
879	2.534862626113509e-14	6.53714532315791e-15	R	R	astro-ph0607601
2004	2.4431741699478773e-14	6.975764364904503e-15	R	R	astro-ph0607601
3382	2.2282013254268368e-14	6.361972713585587e-15	R	R	astro-ph0607601
375	6.520637987794542e-14	4.2060615911418357e-14	i'	R	astro-ph0607601
751	3.1498515749190467e-14	1.1042497318682788e-14	i'	R	astro-ph0607601
1737	3.929072926866206e-14	5.8439251101116976e-15	i'	R	astro-ph0607601
2915	2.6441743606196535e-14	8.054362495025148e-15	i'	R	astro-ph0607601
230860.8	1.1808278994735139e-14	2.0476502320357128e-15	Ks	R	astro-ph0607601
1.10E+06	5.701044464421575e-15	7.876283998964004e-16	R	R	astro-ph0607601
532	4.6596621396128966e-14	1.8883512702668053e-14	R	R	Li_Liang
879	2.6567728729065286e-14	6.851539086140602e-15	R	R	Li_Liang
2004	2.560674804084161e-14	7.31125282354315e-15	R	R	Li_Liang
3382	2.33536317739033e-14	6.667941824342867e-15	R	R	Li_Liang
