Skip	Single
Read	Serr	1
Read	Terr	2
label	f
time	off	
LOG	on
!GRB080810
marker	35	on	71
colour	8	on	71	
30.26210001	2.2938	8.58E+33	2.346793E+33	-2.346793E+33
34.85200001	2.2936	9.89E+33	2.707503E+33	-2.707503E+33
39.44180001	2.2936	8.27E+33	2.263368E+33	-2.263368E+33
45.17920001	3.4412	7.82E+33	2.133548E+33	-2.133548E+33
52.74480001	4.1219	8.07E+33	2.205973E+33	-2.205973E+33
61.45780001	4.5886	8.28E+33	2.262012E+33	-2.262012E+33
71.78500001	5.7361	7.54E+33	2.059927E+33	-2.059927E+33
84.40730001	6.8837	6.40E+33	1.747813E+33	-1.747813E+33
100.472	9.1785	5.48E+33	1.494594E+33	-1.494594E+33
111.7367	2.0837	4.52E+33	1.251578E+33	-1.251578E+33
1118.4331	93.4714	3.07E+32	8.385637E+31	-8.385637E+31
5876.206	445.04	3.25E+31	9.968003E+30	-9.968003E+30
12458.4509	564.0089	1.24E+31	4.467807E+30	-4.467807E+30
17645.9049	660.447	1.01E+31	4.057738E+30	-4.057738E+30
23152.1944	465.6211	1.18E+31	4.813873E+30	-4.813873E+30
31159.3354	810.9363	4.26E+30	2.573439E+30	-2.573439E+30
42426.362	4129.6902	3.66E+30	1.583335E+30	-1.583335E+30
52267.4427	4691.3694	4.15E+30	1.702361E+30	-1.702361E+30
64967.1056	5462.9389	2.28E+30	1.164717E+30	-1.164717E+30
88620.5242	8132.7565	2.49E+30	1.199176E+30	-1.199176E+30
110059.9012	10760.0157	2.03E+30	9.642747E+29	-9.642747E+29
131272.2886	9444.892	5.77E+29	6.206423E+29	-6.206423E+29
