time_sec	flux	flux_err	band	logF	logT	mag	mag_err
20474.0	1.64532400626656e-13	6.061597647959396e-15	R	-12.783748565630324	4.31120269895076	19.85	0.04
21081.0	1.7548962032509396e-13	6.465276539771939e-15	R	-12.755748565630324	4.323891208256881	19.78	0.04
21689.0	1.4867961723654472e-13	6.846949405618569e-15	R	-12.827748565630323	4.336239528754922	19.96	0.05
22297.0	1.5005533279675964e-13	6.910303448441586e-15	R	-12.823748565630323	4.348246433851234	19.95	0.05
23797.0	1.343542578690367e-13	6.1872422269904376e-15	R	-12.871748565630323	4.376522210604112	20.07	0.05
24816.0	1.2830732016534233e-13	5.908770454694632e-15	R	-12.891748565630323	4.39473178046953	20.12	0.05
26039.0	1.355974225110168e-13	4.9955936595565195e-15	R	-12.867748565630322	4.415624301600413	20.06	0.04
27261.0	1.1488185363813841e-13	5.290504872854026e-15	R	-12.939748565630323	4.435541782772181	20.24	0.05
28484.0	1.0672138048080291e-13	3.9317609567814795e-15	R	-12.971748565630323	4.454600977097761	20.32	0.04
32794.0	1.0212454143117101e-13	4.705919534038122e-15	R_c	-12.990869880563412	4.51579439233202	20.35	0.05
35403.0	1.2591035987068646e-13	1.292616238902294e-14	I_c	-12.89993853478833	4.549040065083469	19.65	0.11
106874.0	1.5005533279675964e-13	8.292364138129902e-15	R	-12.823748565630323	5.028872064143118	19.95	0.06
114884.0	8.399461317786477e-14	5.415332837464274e-15	R	-13.075748565630322	5.060259548309132	20.58	0.07
