Time	Flux	Flux_err	Band
744.5952	6.212226591826049e-12	2.247023012954688e-13	R
804.59136	5.8243476309107586e-12	2.6213882497947524e-13	R
865.58976	5.66561798828039e-12	2.549948142429413e-13	R
925.59456	5.460687053870681e-12	2.4577140284094946e-13	R
985.59072	5.511214169080577e-12	2.962985180508458e-13	R
1045.59552	4.980205783460549e-12	2.2414618339464348e-13	R
1105.59168	4.800066877719241e-12	2.1603859709030774e-13	R
1165.59648	4.93454698239243e-12	2.65295253147277e-13	R
1225.59264	4.377713022113217e-12	2.7333561535518475e-13	R
1285.59744	4.1043774067580325e-12	2.5626908809673605e-13	R
1345.5936	4.4182195019832534e-12	2.3753602213562373e-13	R
1465.59456	4.0667482485119994e-12	2.5391959897478553e-13	R
1525.59072	4.258408188752913e-12	2.289441122905088e-13	R
1585.59552	3.9925217277567795e-12	2.49285043985947e-13	R
1645.59168	4.669251729245153e-12	6.025034807331532e-13	R
1705.59648	3.777872426363818e-12	2.6835592872906384e-13	R
1765.59264	3.9196499936878035e-12	2.447350791588561e-13	R
1825.59744	3.777872426363818e-12	2.358827723922085e-13	R
1886.59584	3.812828649537214e-12	2.7083899556559653e-13	R
1946.592	3.4454606025476202e-12	2.447435158063286e-13	R
2006.5968	3.3208349284883233e-12	2.358909038779118e-13	R
2066.59296	3.4454606025476202e-12	2.7408786644023655e-13	R
2126.59776	3.3515622357611036e-12	2.3807357553801965e-13	R
2186.59392	3.290389330861923e-12	2.6175188036885943e-13	R
2426.59584	3.0566610877900535e-12	2.9451090446113755e-13	R
2486.592	2.762150183328916e-12	2.430392762040314e-13	R
2546.5968	2.5659446755506068e-12	2.472301198887569e-13	R
2606.59296	2.7117352607954413e-12	2.1571970128830557e-13	R
2666.59776	3.0566610877900535e-12	2.171256814548985e-13	R
2726.59392	2.5424199533630465e-12	2.868968066117456e-13	R
2786.59008	2.255523146751301e-12	2.5452222682010237e-13	R
2846.59488	2.662240514300686e-12	2.565082746306799e-13	R
2907.59328	2.4504581412920057e-12	2.7651946899743365e-13	R
2967.59808	2.6868739224882464e-12	2.8114168281824045e-13	R
3027.59424	2.7368266382337127e-12	2.4081107872657697e-13	R
3087.5904	2.7368266382337127e-12	2.4081107872657697e-13	R
3147.5952	2.2763932454715133e-12	2.381909409412373e-13	R
3207.59136	2.473131951309062e-12	2.382875650628176e-13	R
3267.59616	1.9109410431563658e-12	2.769589668682264e-13	R
3283.2	2.255523146751301e-12	4.116793699424846e-14	R
3327.59232	2.2143552097570525e-12	2.4987667263350194e-13	R
3387.59712	2.31871455566185e-12	2.616529974065088e-13	R
3447.59328	2.473131951309062e-12	2.382875650628176e-13	R
3507.59808	2.3618226777528882e-12	2.275628579760918e-13	R
3567.59424	2.4960155595071357e-12	2.611711732608912e-13	R
3627.5904	1.824934528538396e-12	2.354830001277825e-13	R
3687.5952	2.31871455566185e-12	2.616529974065088e-13	R
3747.59136	2.19405387916701e-12	2.2957534204346365e-13	R
3807.59616	2.0010009199311985e-12	2.4207605511236176e-13	R
3868.59456	2.2974564528375976e-12	2.592541483073131e-13	R
3928.59072	2.0382023045302845e-12	2.465765849915655e-13	R
3988.59552	1.808203428213663e-12	2.477626596665791e-13	R
4048.59168	2.3618226777528882e-12	2.275628579760918e-13	R
