Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
          118.6            -9.0            -9.0    10.000    -9.000 v   22.337  -9.0000   0.0717   0.0673  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          138.6            -9.0            -9.0    10.000    -9.000 v   22.482  -9.0000   0.0660   0.0622  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          163.6            -9.0            -9.0    15.000    -9.000 v   22.684  -9.0000   0.0573   0.0544  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          195.8            -9.0            -9.0    17.224    -9.000 v   23.106  -9.0000   0.0630   0.0596  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          249.5            -9.0            -9.0    18.500    -9.000 v   23.287  -9.0000   0.0541   0.0515  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          312.5            -9.0            -9.0    25.500    -9.000 v   23.402  -9.0000   0.0674   0.0635  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          376.0            -9.0            -9.0    33.000    -9.000 v   23.473  -9.0000   0.0694   0.0652  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          453.5            -9.0            -9.0    39.500    -9.000 v   23.887  -9.0000   0.0676   0.0636  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          551.5            -9.0            -9.0    53.500    -9.000 v   23.975  -9.0000   0.0527   0.0503  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          692.5            -9.0            -9.0    67.500    -9.000 v   24.124  -9.0000   0.0607   0.0575  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
          769.0            -9.0            -9.0     4.000    -9.000 v   24.340  -9.0000   0.1543   0.1351  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
         4545.5            -9.0            -9.0    49.500    -9.000 v   25.708  -9.0000   0.0533   0.0508  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
         6235.5            -9.0            -9.0   325.500    -9.000 v   25.946  -9.0000   0.1992   0.1682  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        10682.0            -9.0            -9.0   903.000    -9.000 v   26.706  -9.0000   0.0485   0.0465  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        16824.5            -9.0            -9.0  1309.500    -9.000 v   27.085  -9.0000   0.1201   0.1081  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        22200.5            -9.0            -9.0   899.500    -9.000 v   27.642  -9.0000   0.0794   0.0740  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        28445.5            -9.0            -9.0   449.500    -9.000 v   28.312  -9.0000   0.3362   0.2563  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        37482.5            -9.0            -9.0  3701.500    -9.000 v   28.412  -9.0000   0.1578   0.1377  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        49104.5            -9.0            -9.0  3749.500    -9.000 v   28.574  -9.0000   0.1595   0.1390  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        63173.5            -9.0            -9.0  6245.500    -9.000 v   28.646  -9.0000   0.1660   0.1440  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        75606.5            -9.0            -9.0  6180.500    -9.000 v   29.013  -9.0000   0.3156   0.2442  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
        93724.0            -9.0            -9.0  8759.000    -9.000 v   29.815  -9.0000   0.4678   0.3259  -9.0000 UVOT oates09 0 NNN  0.000  0.000 0 nnn
       384271.5            -9.0            -9.0 21461.500    -9.000 v   30.300 100.0000  -9.0000  -9.0000  -9.0000 UVOT oates09 1 NNN  0.000  0.000 0 nnn
       543499.0            -9.0            -9.0 47394.000    -9.000 v   31.272 100.0000  -9.0000  -9.0000  -9.0000 UVOT oates09 1 NNN  0.000  0.000 0 nnn
