time_sec	flux	flux_err	band_init	band_norm	source
38.8	1.0107702907142325e-12	5.585723049215639e-14	R	R	GCN7063
7590	1.0295619134224735e-13	2.844784696993216e-14	R	R	GCN7065
8220	8.56352299691958e-14	2.366188847546246e-14	R	R	GCN7067
397.5	9.414536905153937e-13	3.4991527193737917e-13	v_swift	R	GCN7080
1164.5	2.5929787772811416e-13	7.277056191513994e-14	v_swift	R	GCN7080
684	7.472979212990847e-13	2.8790737534818657e-13	b_swift	R	GCN7080
664	4.4727801187919616e-13	1.4600913563197198e-13	u_swift	R	GCN7080
639.5	3.2110854155720327e-13	1.2018354727813552e-13	uvw1_swift	R	GCN7080
69638	9.389716248293082e-15	1.7296496528610903e-15	R	R	GCN7083
77	1.3001679565049782e-12	6.092617535211695e-13	g'	R	GCN7087
77	1.3532908236358966e-12	3.7402419998245665e-13	Rc	R	GCN7087
119	1.4211910647228218e-12	1.7016549471620948e-13	R	R	GCN7078
265	1.1393377004708677e-12	1.574053202994201e-13	R	R	GCN7078
408	8.253772008902433e-13	1.3683608919842585e-13	R	R	GCN7078
554	8.407221087230146e-13	1.6261007237127514e-13	R	R	GCN7078
696	4.371721307331823e-13	1.167686196306457e-13	R	R	GCN7078
845	3.377944177624508e-13	1.9600569849077843e-13	R	R	GCN7078
990	4.45299767462088e-13	1.2714223520251795e-13	R	R	GCN7078
1194	3.807610084121218e-13	1.7183998590477385e-13	R	R	GCN7078
1280	3.167032122457229e-13	1.8085055166424203e-13	R	R	GCN7078
13433	4.481167081226534e-14	8.259388633133757e-15	Rc	R	GCN7089
132	2.0606273433208182e-12	2.6061250586837703e-13	g'	R	GCN7091
132	1.7839847474845714e-12	1.646908365978988e-13	Rc	R	GCN7091
132	2.307690194196499e-12	2.5897198338185274e-13	Ic	R	GCN7091
205	1.8793144729817615e-12	2.3768143022366593e-13	g'	R	GCN7091
205	1.4838538811574131e-12	1.3698387131472206e-13	Rc	R	GCN7091
205	2.1046384709825515e-12	2.3618525593374823e-13	Ic	R	GCN7091
498	9.862782555761995e-13	1.2473698774421585e-13	g'	R	GCN7091
498	7.102171201316774e-13	6.556460297407779e-14	Rc	R	GCN7091
498	1.211093029859566e-12	1.3591042887447606e-13	Ic	R	GCN7091
1077	4.305260735532227e-13	8.764603806588533e-14	g'	R	GCN7091
1077	4.4811670812265343e-13	8.259388633133758e-14	Rc	R	GCN7091
1077	4.821448193944546e-13	9.404015641009435e-14	Ic	R	GCN7091
1604	2.716435880986256e-13	1.0280940964816393e-13	g'	R	GCN7091
1604	2.827425281742757e-13	5.211321918991978e-14	Rc	R	GCN7091
3546	1.6270134269515413e-13	2.998802758508488e-14	Rc	R	GCN7091
324	1.1695259858236707e-12	1.6053003007800555e-13	V	R	GCN7094
377	9.72769344371267e-13	1.7627677880771124e-13	V	R	GCN7094
430	9.375833273966884e-13	1.782540777583754e-13	V	R	GCN7094
483	8.62998172185196e-13	1.7951951770954008e-13	V	R	GCN7094
538	7.656140168318687e-13	1.9377009288043365e-13	V	R	GCN7094
590	4.87539576662851e-13	2.390944355860389e-13	V	R	GCN7094
643	6.025732884790733e-13	2.182952268006892e-13	V	R	GCN7094
699	6.668219326205774e-13	2.050887117627205e-13	V	R	GCN7094
752	6.251869094099431e-13	2.093712820985787e-13	V	R	GCN7094
970	4.529078789447084e-13	1.5167608575921557e-13	V	R	GCN7094
1271	2.1478793165074473e-13	2.399310944715024e-14	V	R	GCN7094
1571	2.0324032274083105e-13	7.362820954068193e-14	V	R	GCN7094
1873	1.9770145970567758e-13	9.695483440835249e-14	V	R	GCN7094
2173	1.9953076878952864e-13	2.566907101382357e-14	V	R	GCN7094
3079	7.585948253346838e-14	3.720227244798899e-14	V	R	GCN7094
4583	1.6749809647826252e-13	5.3041035976087414e-14	V	R	GCN7094
367	1.9459699780254446e-12	6.0505209961785e-13	J	R	GCN7094
527	1.297585954033847e-12	6.669828826679528e-13	J	R	GCN7094
688	9.843196064029254e-13	3.133484777306133e-13	J	R	GCN7094
969	6.809827889922824e-13	2.9248526357785026e-13	J	R	GCN7094
1269	5.31050883604289e-13	2.4585678488363286e-13	J	R	GCN7094
1570	6.097279952093834e-13	1.5221050442369222e-13	J	R	GCN7094
1871	4.711249840876168e-13	1.984511924952383e-13	J	R	GCN7094
2172	4.582855203231956e-13	2.0831330753824544e-13	J	R	GCN7094
3078	2.972597688781959e-13	1.1072703398247535e-13	J	R	GCN7094
541	1.6549755307284706e-12	7.260660526216365e-13	Ks	R	GCN7094
1201	7.15799807064568e-13	3.844157099018513e-13	Ks	R	GCN7094
1959	3.8618159950561427e-13	1.92363954695622e-13	Ks	R	GCN7094
2728	3.457733973009107e-13	3.3554177447111753e-13	Ks	R	GCN7094
43028	1.5158368771604638e-14	1.5357510945745452e-15	R	R	GCN7135
44108	1.2509337743562469e-14	2.220943899116194e-15	I	R	GCN7135
41948	1.6639341524824945e-14	5.5481860482551594e-15	J	R	GCN7135
