time_sec	flux	flux_err	band_init	band_norm	source
23190	1.3504777779913986e-13	2.5695112897590497e-14	Ks	R	GCN5126
23548	1.217866066736145e-13	1.794713760339161e-14	R	R	GCN5127
42480	8.520938725809644e-14	1.6212520199982457e-14	Ks	R	GCN5129
146	8.090545140046908e-12	1.2684825224535107e-12	V	R	GCN5130
332	2.5117579487717953e-12	2.5529004466961056e-13	V	R	GCN5130
2904	4.017702592894634e-13	1.5545268569443774e-13	V	R	GCN5130
9917.5	1.737711940412147e-13	6.723543663438239e-14	V	R	GCN5130
4390	3.6878768775287287e-13	7.167465774922273e-14	B	R	GCN5130
5822	1.9896487499546662e-13	6.425048242188971e-14	B	R	GCN5130
4245	1.8703232631147852e-13	5.195980202106473e-14	U	R	GCN5130
5620	1.5414046885283846e-13	4.1410303375480095e-14	U	R	GCN5130
17207	8.707965016987264e-14	1.8617004603706536e-14	U	R	GCN5130
46039	8.015242670727532e-14	3.4037251521456245e-14	U	R	GCN5130
1440	1.2073095019436631e-12	3.1135521222134046e-13	CR	R	GCN5140
7893	3.355974240844659e-13	1.8545834458367805e-13	CR	R	GCN5140
