Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0           425.1    -9.000   168.000 J   17.300   0.0700  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0           627.5    -9.000   168.000 J   17.710   0.0600  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0           939.2    -9.000   385.000 J   18.030   0.0600  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          1412.6    -9.000   384.000 J   18.220   0.0700  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          2066.7    -9.000   808.000 J   18.470   0.0700  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          3322.9    -9.000  1637.000 J   18.690   0.0600  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          4997.4    -9.000  1650.000 J   18.930   0.0600  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0         90323.4    -9.000  2780.000 J   19.420   0.0600  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        176442.6    -9.000  3854.000 J   19.970   0.0500  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        262434.0    -9.000  3605.000 J   20.230   0.0500  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        434677.5    -9.000  4096.000 J   21.470   0.0800  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        522211.1    -9.000  3084.000 J   22.030   0.0900  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        780529.8    -9.000  3567.000 J   22.160 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0       1901319.3    -9.000  3040.000 J   21.960 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0       2418508.8    -9.000  7822.000 J   22.360 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          5185.1    -9.000  7041.000 J   22.570 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
