Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0            95.6    -9.000    10.000 H   16.190   0.1200  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0           174.6    -9.000    10.000 H   16.970   0.2100  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0           425.1    -9.000   168.000 H   17.200   0.0700  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0           627.5    -9.000   168.000 H   17.650   0.0800  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0           939.2    -9.000   385.000 H   17.890   0.0700  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          1412.6    -9.000   384.000 H   18.140   0.0700  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          2066.7    -9.000   808.000 H   18.480   0.0700  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          3322.9    -9.000  1216.000 H   18.760   0.0700  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          4997.4    -9.000  2065.000 H   18.910   0.0600  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0         90323.4    -9.000  2780.000 H   19.140   0.0500  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        176442.6    -9.000  3854.000 H   19.810   0.0500  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        262434.0    -9.000  3605.000 H   20.000   0.0500  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        434677.5    -9.000  4096.000 H   21.480   0.0800  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        522211.1    -9.000  3084.000 H   21.600 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        780529.8    -9.000  3567.000 H   21.480 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0       1901319.3    -9.000  3040.000 H   21.350 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0       2418508.8    -9.000  7822.000 H   21.630 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          5185.1    -9.000  7041.000 H   21.920 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
