Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
             95.6000               5.0000    1.2302687145016064e-03    1.3597432722905819e-04
            174.6000               5.0000    5.9979104238158654e-04    1.1600987604001551e-04
            425.1000              84.0000    4.8528847122299027e-04    3.1287704890625802e-05
            627.5000              84.0000    3.2062691135045551e-04    2.3624664567729897e-05
            939.2000             192.5000    2.5703956051475058e-04    1.6571953366900163e-05
           1412.6000             192.0000    2.0417377965744235e-04    1.3163570418697141e-05
           2066.7000             404.0000    1.4927942943350120e-04    9.6244007663850656e-06
           3322.9000             608.0000    1.1534531643417566e-04    7.4365875867882537e-06
           4997.4000            1032.5000    1.0046157067931286e-04    5.5517117213810964e-06
          90323.4000            1390.0000    8.1283044605070330e-05    3.7432226441756810e-06
         176442.6000            1927.0000    4.3853065591560024e-05    2.0195083604017619e-06
         262434.0000            1802.5000    3.6812893754330052e-05    1.6952964565779322e-06
         434677.5000            2048.0000    9.4188948502798168e-06    6.9400983997054322e-07
