time_sec	mag	mag_err	band	source
35190.7	20.792314278848945	0.169726	r	nissim
35279.6	20.571484278848946	0.138912	r	nissim
35373.6	20.248082278848944	0.117199	r	nissim
35465.7	20.626592278848946	0.158646	r	nissim
35739.0	20.414947278848945	0.114414	r	nissim
35841.2	20.292924278848943	0.11555	r	nissim
36121.5	20.379823278848946	0.108579	r	nissim
36215.8	20.516422278848946	0.14499	r	nissim
36575.0	20.556670278848944	0.142868	r	nissim
36674.3	20.357359278848946	0.129654	r	nissim
36971.2	20.570658278848946	0.128836	r	nissim
37059.7	20.682439278848946	0.146166	r	nissim
37155.0	20.321138278848945	0.11698	r	nissim
37354.1	20.279862278848945	0.107331	r	nissim
37718.6	20.447127278848946	0.136303	r	nissim
37918.4	20.511175278848945	0.126746	r	nissim
36904.2	20.570014278848944	0.026923	r	nissim
35092.4	20.117497007214663	0.123393	i	nissim
35373.6	19.738711007214665	0.087067	i	nissim
35465.7	19.825988007214665	0.089739	i	nissim
35841.2	19.964993007214662	0.09658	i	nissim
35932.2	19.727716007214664	0.075578	i	nissim
36215.8	19.804802007214665	0.082524	i	nissim
36381.8	19.865518007214664	0.087483	i	nissim
36674.3	19.811083007214663	0.087265	i	nissim
36802.6	20.083436007214665	0.109108	i	nissim
37155.0	19.764581007214662	0.079407	i	nissim
37247.2	19.787543007214666	0.079795	i	nissim
37627.4	20.000848007214664	0.098373	i	nissim
37718.6	19.891890007214663	0.086996	i	nissim
38012.6	20.200536007214662	0.12402	i	nissim
38105.9	19.850958007214665	0.087221	i	nissim
38393.3	19.892037007214665	0.099361	i	nissim
38527.2	19.731460007214665	0.08745	i	nissim
36904.2	20.747728007214665	0.033362	i	nissim
37620.95	18.880134954129637	0.164686	Z	nissim
37712.149999999994	18.77931795412964	0.132074	Z	nissim
38099.55	19.171060954129636	0.187568	Z	nissim
36897.75	19.18005995412964	0.061697	Z	nissim
36964.75	18.579610929112555	0.170581	Y	nissim
37053.350000000006	18.545960929112553	0.158874	Y	nissim
37347.7	19.078942929112554	0.252486	Y	nissim
37517.95	18.351731929112553	0.124594	Y	nissim
38709.55	18.518060929112554	0.146077	Y	nissim
36897.75	18.407440929112553	0.057118	Y	nissim
36897.75	19.393046486522493	0.106517	J	nissim
36897.75	19.16821445479351	0.08064	H	nissim
