time	flux	flux_err	band
1610.70	1.9303999084176332e-13	0.0	R
1698.00	3.015345860740999e-14	0.0	i
1793.50	3.057496380037419e-14	1.467610503002243e-14	z
1892.30	1.0130882732030531e-13	0.0	R
1983.50	3.015345860740999e-14	0.0	i
2079.70	2.6143633793354218e-14	1.2549048885971709e-14	z
3117.10	6.39215486584224e-14	0.0	R
3272.30	1.3284252841038014e-14	4.5074340272878986e-15	i
3430.10	2.4063896529164604e-14	1.12001950964567e-14	z
3585.80	3.354650560665883e-14	0.0	g
7397.90	2.5920733580069396e-14	5.331163032654452e-15	R
8628.70	1.1894251930517576e-14	3.589299810372764e-15	i
9597.60	1.2513129856162368e-14	5.76216337785159e-15	z
