time_sec	flux_R	flux_err_R	band	source
78000	1.8e-14	3.32e-15	R	9458
9120	9.320507770094468e-13	6.197956217942184e-14	R	9442
5202	1.98e-13	2.7299999999999998e-14	R	9459
499.8	6.331794662734045e-13	7.42224687100852e-14	R	9440
499.8	6.087269018963004e-13	8.522774250420154e-14	R	9440
499.8	5.557450520161862e-13	7.89330944738943e-14	R	9440
9417	5.891104182555156e-13	3.9166173772332445e-14	R	9441
5835	1.6593468370823942e-13	5.893665286130825e-14	R	9450
8608.5	1.4647999130245574e-13	3.439329368430812e-14	R	9450
11294.5	6.729076060127319e-14	2.1572838180016298e-14	R	9450
241261	1.25e-14	2.3e-15	R	9488
64080	3.13e-14	0.0	R	9488
76680	1.8e-14	3.32e-15	R	9488
