z=   3.0360000e+00 0.
TotalEnergy(erg)    1.0817908635405524e+07    1.9334458043285601e+07
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)   -8.0293271559540367e+08   -1.9247469231620605e+09
Energy2(erg)    1.1604863999017205e+06    2.5017991175819417e+06
Energy3(erg)    1.2676027044268651e+06   -1.2457130410561694e+06
T_min_T_max    2.2051536101481723e+01    1.8505946420445728e+03
Interval1    2.2051536101481723e+01    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    2.5272182725212324e+03
Interval3    2.5272182725212324e+03    1.8505946420445728e+03
