Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            211.2000               0.0010    2.3206349942467879e-04    9.4044890682336827e-05
            215.0000              24.6500    2.6061945825816950e-04    4.0806697782742064e-05
            234.8000              30.0000    2.9539751566014726e-04    3.8089964396256407e-06
            238.4000               0.0010    2.0511944660276871e-04    9.2571778750970385e-05
            273.5000              24.6500    1.9409164273449832e-04    3.3965352743665553e-05
            279.0000              10.0000    1.7474583572826350e-04    1.4002377446191138e-05
            285.0000               0.0010    1.9534704039359628e-04    2.3029923641328500e-05
            320.3000              30.0000    1.7029693630575283e-04    3.1369855856687422e-06
            346.3000              39.2000    1.3804059849897106e-04    2.2885216810700610e-05
            352.2000               0.0010    1.6459128456131105e-04    2.3042315310011283e-05
            370.0000              10.0000    1.3025872809369407e-04    1.3676890726394441e-05
            418.9000               0.0010    1.1386934757772752e-04    2.0870632038424078e-05
            466.0000              10.0000    8.4490295766762426e-05    1.3073497996324547e-05
            486.1000               0.0010    1.3182774804601597e-04    2.3312226526628994e-05
            557.0000              10.0000    5.4551516418570741e-05    1.3565827309138960e-05
            563.0000             168.5000    6.7298723838732258e-05    1.3016727590965850e-05
            577.6000              30.0000    6.8234942359686457e-05    3.1423353124357258e-06
            586.3000               0.0010    7.6702024987360880e-05    1.5965810175809606e-05
            720.1000               0.0010    5.7810513626614199e-05    1.6026881139535019e-05
            741.5000             103.5000    3.7222610264488185e-05    7.4051910706779930e-06
            748.9000              30.0000    4.5040875773482816e-05    2.7379559358894865e-06
           1005.8000              30.0000    3.9192848201108647e-05    2.8517379115228922e-06
           1082.3000             341.5500    4.2462623788803740e-05    1.0559571194903545e-05
           1156.0000             240.0000    4.1764455705694848e-05    5.9238388990314720e-06
           1262.8000              30.0000    3.5091895283012337e-05    2.9411956133449245e-06
           1579.4000              60.0000    3.1362221950294714e-05    1.9642258816349744e-06
           1687.0000             219.0000    2.8054777149207410e-05    5.8655450267707954e-06
           1969.9000             536.6500    4.2073324108135907e-05    9.3002315225279566e-06
           2161.9000              60.0000    2.8761188167429000e-05    2.0662226531731498e-06
           2237.5000             292.5000    1.9266677186868502e-05    5.1993629332106154e-06
           2744.3000              60.0000    2.3703191333523217e-05    2.0739874305021126e-06
           3241.5000             307.5000    2.3725032836696965e-05    5.1569689636484504e-06
           3655.6000            1136.7500    1.8707115198903177e-05    6.3750594228323638e-06
           4105.0000             517.0000    8.6219761193466432e-06    3.9785079849184245e-06
