T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
366.	-9.	-9.	-9.	14.54	0.11	CR	TAROT	klotz05
388.	-9.	-9.	-9.	14.31	0.09	CR	TAROT	klotz05
410.	-9.	-9.	-9.	14.54	0.11	CR	TAROT	klotz05
440.	-9.	-9.	-9.	14.66	0.12	CR	TAROT	klotz05
476.	-9.	-9.	-9.	14.65	0.12	CR	TAROT	klotz05
512.	-9.	-9.	-9.	14.79	0.21	CR	TAROT	klotz05
599.	-9.	-9.	-9.	14.95	0.14	CR	TAROT	klotz05
620.	-9.	-9.	-9.	15.08	0.15	CR	TAROT	klotz05
642.	-9.	-9.	-9.	15.44	0.18	CR	TAROT	klotz05
670.	-9.	-9.	-9.	15.36	0.17	CR	TAROT	klotz05
708.	-9.	-9.	-9.	15.16	0.15	CR	TAROT	klotz05
744.	-9.	-9.	-9.	15.25	0.16	CR	TAROT	klotz05
802.	-9.	-9.	-9.	15.29	0.16	CR	TAROT	klotz05
868.	-9.	-9.	-9.	15.29	0.16	CR	TAROT	klotz05
935.	-9.	-9.	-9.	15.39	0.25	CR	TAROT	klotz05
1000.	-9.	-9.	-9.	16.12	0.23	CR	TAROT	klotz05
1070.	-9.	-9.	-9.	15.8	0.2	CR	TAROT	klotz05
1140.	-9.	-9.	-9.	15.81	0.2	CR	TAROT	klotz05
1140.	-9.	-9.	-9.	15.81	0.2	CR	TAROT	klotz05
1210.	-9.	-9.	-9.	15.97	0.22	CR	TAROT	klotz05
1280.	-9.	-9.	-9.	15.94	0.21	CR	TAROT	klotz05
1350.	-9.	-9.	-9.	16.25	0.31	CR	TAROT	klotz05
1410.	-9.	-9.	-9.	15.78	0.2	CR	TAROT	klotz05
1550.	-9.	-9.	-9.	16.19	0.23	CR	TAROT	klotz05
1630.	-9.	-9.	-9.	15.92	0.21	CR	TAROT	klotz05
1760.	-9.	-9.	-9.	16.48	0.25	CR	TAROT	klotz05
1830.	-9.	-9.	-9.	16.39	0.26	CR	TAROT	klotz05
1890.	-9.	-9.	-9.	16.64	0.27	CR	TAROT	klotz05
2070.	-9.	-9.	-9.	15.97	0.22	CR	TAROT	klotz05
2190.	-9.	-9.	-9.	15.79	0.26	CR	TAROT	klotz05
2320.	-9.	-9.	-9.	16.24	0.35	CR	TAROT	klotz05
2570.	-9.	-9.	-9.	15.88	0.21	CR	TAROT	klotz05
3140.	-9.	-9.	-9.	16.43	0.25	CR	TAROT	klotz05
3920.	-9.	-9.	-9.	16.53	0.26	CR	TAROT	klotz05
4690.	-9.	-9.	-9.	17.11	0.3	CR	TAROT	klotz05
6500.	-9.	-9.	-9.	17.36	0.32	CR	TAROT	klotz05
66.	-9.	-9.	1.	13.21	0.24	v	UVOT	blustin06
67.	-9.	-9.	1.	12.9	0.23	v	UVOT	blustin06
68.	-9.	-9.	1.	12.86	0.23	v	UVOT	blustin06
69.	-9.	-9.	1.	13.01	0.23	v	UVOT	blustin06
70.	-9.	-9.	1.	12.97	0.23	v	UVOT	blustin06
71.	-9.	-9.	1.	13.31	0.23	v	UVOT	blustin06
72.	-9.	-9.	1.	13.13	0.23	v	UVOT	blustin06
73.	-9.	-9.	1.	13.01	0.23	v	UVOT	blustin06
78.	-9.	-9.	5.	13.13	0.1	v	UVOT	blustin06
83.	-9.	-9.	5.	13.26	0.1	v	UVOT	blustin06
88.	-9.	-9.	5.	13.18	0.1	v	UVOT	blustin06
93.	-9.	-9.	5.	13.24	0.11	v	UVOT	blustin06
98.	-9.	-9.	5.	13.25	0.11	v	UVOT	blustin06
103.	-9.	-9.	5.	13.51	0.11	v	UVOT	blustin06
108.	-9.	-9.	5.	13.44	0.11	v	UVOT	blustin06
113.	-9.	-9.	5.	13.67	0.11	v	UVOT	blustin06
118.	-9.	-9.	5.	13.48	0.11	v	UVOT	blustin06
123.	-9.	-9.	5.	13.62	0.11	v	UVOT	blustin06
128.	-9.	-9.	5.	13.86	0.12	v	UVOT	blustin06
133.	-9.	-9.	5.	13.7	0.11	v	UVOT	blustin06
138.	-9.	-9.	5.	13.83	0.12	v	UVOT	blustin06
143.	-9.	-9.	5.	13.81	0.12	v	UVOT	blustin06
148.	-9.	-9.	5.	13.84	0.12	v	UVOT	blustin06
153.	-9.	-9.	5.	13.87	0.12	v	UVOT	blustin06
158.	-9.	-9.	5.	14.06	0.12	v	UVOT	blustin06
163.	-9.	-9.	5.	14.	0.12	v	UVOT	blustin06
168.	-9.	-9.	5.	14.01	0.12	v	UVOT	blustin06
173.	-9.	-9.	10.	14.08	0.13	v	UVOT	blustin06
258.	-9.	-9.	10.	14.64	0.14	v	UVOT	blustin06
342.	-9.	-9.	10.	14.79	0.15	v	UVOT	blustin06
426.	-9.	-9.	10.	15.22	0.17	v	UVOT	blustin06
511.	-9.	-9.	10.	15.47	0.19	v	UVOT	blustin06
595.	-9.	-9.	10.	16.06	0.24	v	UVOT	blustin06
680.	-9.	-9.	10.	15.83	0.22	v	UVOT	blustin06
764.	-9.	-9.	10.	16.06	0.25	v	UVOT	blustin06
