time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
-6139601.0	4.596861953137947e-14	2.5403197938832627e-15	R	-13.419748565630323	21.44	0.06		manual
-5861083.0	1.313594924648707e-14	1.2098656366914999e-15	R	-13.963748565630324	22.8	0.1		manual
-6107952.08	1.579288459399081e-14	7.272892128299713e-16	R	-13.883748565630324	22.6	0.05		manual
-6172601.6	4.3164109418005745e-14	5.2644652458080975e-15	Ic	-13.422337059195604	20.98	0.13		manual
-6171150.8	4.724799246024481e-14	5.223141049802703e-15	Rc	-13.405931553516115	21.39	0.12		manual
-6170499.2	4.681482026166343e-14	5.17525500482529e-15	Rc	-13.409931553516111	21.4	0.12		manual
-6169851.2	4.389179683839947e-14	1.4149393961283196e-14	Rc	-13.437931553516114	21.47	0.35		manual
-5992808.0	1.3119882682406022e-13	1.2288819280767432e-14	V	-12.985998077523002	20.7	0.1		manual
-5992808.0	4.7693748999733286e-14	4.392756619031422e-15	R	-13.40374856563032	21.4	0.1		manual
-3238965.2	6.172505161861401e-14	1.1370174697704689e-14	R	-13.291748565630323	21.12	0.2		manual
-5800719.0	5.734049817594892e-14	1.0562510105983383e-14	R	-13.323748565630323	21.2	0.2		manual
-5970439.0	2.2171748048877475e-13	8.194902815165455e-14	g'	-12.779391268787425	20.3	0.4		manual
