Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
         3537.1            -9.0            -9.0    -9.000   120.000 gGu   21.180   0.3500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         4267.4            -9.0            -9.0    -9.000   120.000 gGu   21.350   0.3700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         5016.4            -9.0            -9.0    -9.000   120.000 gGu   21.480   0.3800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         6956.9            -9.0            -9.0    -9.000   450.000 gGu   21.620   0.3300  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
         8870.9            -9.0            -9.0    -9.000   450.000 gGu   21.810   0.3400  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
        10790.0            -9.0            -9.0    -9.000   450.000 gGu   21.840   0.3400  -9.0000  -9.0000  -9.0000 P60 cenko09 0 USNOB1  0.000  0.000 0 nnn
       104700.0            -9.0            -9.0    -9.000  3150.000 gGu   22.900 100.0000  -9.0000  -9.0000  -9.0000 P60 cenko09 1 USNOB1  0.000  0.000 0 nnn
