Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
2.2872e+03 -9. -9. -9.   60.0 RC    19.93 0.19 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
2.3973e+03 -9. -9. -9.   60.0 ii    19.67 0.27 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
2.5085e+03 -9. -9. -9.   60.0 zz    20.43 0.71 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
2.6194e+03 -9. -9. -9.   60.0 RC    20.18 0.21 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
2.7251e+03 -9. -9. -9.   60.0 ii    19.93 0.29 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
2.8386e+03 -9. -9. -9.   60.0 zz    19.20 0.71 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
2.9829e+03 -9. -9. -9.  120.0 RC    19.88 0.15 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
3.1681e+03 -9. -9. -9.  120.0 ii    20.03 0.29 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
3.5371e+03 -9. -9. -9.  120.0 gg   21.18 0.35 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
3.7082e+03 -9. -9. -9.  120.0 RC    20.45 0.18 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
3.8924e+03 -9. -9. -9.  120.0 ii    20.23 0.30 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
4.0886e+03 -9. -9. -9.  360.0 zz    19.68 0.49 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
4.2674e+03 -9. -9. -9.  120.0 gg   21.35 0.37 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
4.4541e+03 -9. -9. -9.  120.0 RC    20.23 0.17 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
4.6426e+03 -9. -9. -9.  120.0 ii    20.07 0.28 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
5.0164e+03 -9. -9. -9.  120.0 gg   21.48 0.38 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
6.3182e+03 -9. -9. -9.  450.0 RC    20.41 0.14 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
6.9569e+03 -9. -9. -9.  450.0 gg   21.62 0.33 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
7.5917e+03 -9. -9. -9.  450.0 ii    20.51 0.29 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
8.2286e+03 -9. -9. -9.  450.0 RC    20.50 0.14 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
8.8709e+03 -9. -9. -9.  450.0 gg   21.81 0.34 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
9.5098e+03 -9. -9. -9.  450.0 ii    20.44 0.28 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
1.0150e+04 -9. -9. -9.  450.0 RC    20.74 0.15 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
1.0790e+04 -9. -9. -9.  450.0 gg   21.84 0.34 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
1.2540e+04 -9. -9. -9.  450.0 ii    20.81 0.29 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
1.0190e+05 -9. -9. -9. 3150.0 ii    22.01 0.33 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
1.0250e+05 -9. -9. -9. 3150.0 RC    22.08 0.22 -9. -9. -9. P60 cenko09 0 USNOB1 0. 0. 0 nnn
1.0470e+05 -9. -9. -9. 3150.0 gg   22.9  100. -9. -9. -9. P60 cenko09 1 USNOB1 0. 0. 0 nnn
1.7560e+05 -9. -9. -9. 1500.0 ii    21.4  100. -9. -9. -9. P60 cenko09 1 USNOB1 0. 0. 0 nnn
1.7730e+05 -9. -9. -9. 1500.0 RC    21.4  100. -9. -9. -9. P60 cenko09 1 USNOB1 0. 0. 0 nnn
