936	3.37E-13	1.55E-14	n/a	Si
1149	2.83E-13	1.30E-14	n/a	Si
1679	1.70E-13	1.26E-14	n/a	Si
1882	1.67E-13	1.39E-14	n/a	Si
2284	1.43E-13	1.19E-14	n/a	Si
2587	9.63E-14	1.15E-14	n/a	Si
3188	8.23E-14	1.67E-14	n/a	Si
3793	4.87E-14	7.18E-15	n/a	Si
4992	3.83E-14	6.36E-15	n/a	Si
7003	1.82E-14	4.86E-15	n/a	Si
9398	2.56E-14	4.47E-15	n/a	Si
12537	2.35E-14	6.29E-15	n/a	Si
14936	2.80E-14	4.65E-15	n/a	Si
17334	3.28E-14	6.34E-15	n/a	Si
32172	1.33E-14	2.57E-15	n/a	Si
32921	1.29E-14	2.50E-15	n/a	Si
34978	1.20E-14	2.54E-15	n/a	Si
