Time	Mag	MagErr	Band		GCN
7657    >17.6 	? 	Clear 		30970       
7657    >18.0 	? 	Clear 		30970
7737    >17.6   ? 	Clear 		30970      
7738    >18.1   ? 	Clear 		30970      
7818    >17.6   ? 	Clear 		30970      
7818    >18.3   ? 	Clear 		30970      
7898    >18.5   ? 	Clear 		30970     
7978    >17.8   ? 	Clear 		30970      
8739    >17.9   ? 	Clear 		30970      
8739    >18.9   ? 	Clear 		30970       
8820    >17.9   ? 	Clear 		30970      
8820    >18.8   ? 	Clear 		30970      
8900    >18.1   ? 	Clear 		30970      
8900    >18.9   ? 	Clear 		30970      
8980    >18.1   ? 	Clear 		30970      
8980    >18.9   ? 	Clear 		30970      
9060    >18.2   ? 	Clear 		30970      
9822    >17.9   ? 	Clear 		30970      
9822    >18.8   ? 	Clear 		30970      
10503   >18.0   ? 	Clear 		30970      
10503   >18.8   ? 	Clear 		30970      
10583   >18.0   ? 	Clear 		30970      
10583   >18.9   ? 	Clear 		30970      
10664   >18.1   ? 	Clear 		30970      
10664   >18.9   ? 	Clear 		30970      
10744   >18.1   ? 	Clear 		30970
9349.64 >15.6	?	Unfiltered	30977 
49282.6	18.03	0.02	r'		30982
120960	19.27	0.14	R		30990
181669	19.87	0.15	R		31004
190908	20.104	0.089	r'		31008
190908	19.634	0.081	i'		31008
267133	20.57	0.06	R		31018
269172	20.59	0.16	R		31020
389829	20.91	0.10	R		31020
386981	20.80	0.40	R		31020
456192	21.37	0.08	R		31023
542592	22.58	0.33	R		31041
135700	19.61	0.13	Clear(calibrated_as_r')	31042
1.14926e6	21.61	0.04	R	31053
1.42516e6 	21.69	0.09	Rc	31066
1.4255e6	21.27	0.14	Ic	31066
1.74182e6	>22.0	?	R	31134
