time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
218844.0	2.6503784614773297e-13	4.966261719334387e-15	r	-12.712755751000447	5.340134644151728	19.88	0.02	manual
218844.0	2.660450593199081e-13	8.481916678058472e-15	i	-12.676154678665146	5.340134644151728	19.59	0.02	manual
218844.0	1.8588635150656864e-13	9.250465622069373e-15	Z	-12.80595966647146	5.340134644151728	19.25	0.02	manual
218844.0	1.5067156232180912e-13	1.0737389955685417e-14	Y	-12.884968855503402	5.340134644151728	19.19	0.02	manual
218844.0	1.185095596991368e-13	1.153374947080886e-14	J	-12.968465050423848	5.340134644151728	18.97	0.03	manual
218844.0	6.621069633919604e-14	9.145110279838956e-15	H	-13.205808201900606	5.340134644151728	18.8	0.03	manual
107064.0	5.050192046080923e-13	2.796220699064053e-14	r	-12.432755751000448	5.029643464953223	19.18	0.06	manual
26280.0	3.4115771593045406e-12	1.087662115581456e-13	i	-11.568154678665143	4.419625360887744	16.82	0.02	manual
177012.42	4.585721656079994e-13	1.6894422921455612e-14	R	-12.467748565630323	5.248003739515644	19.06	0.04	manual
257625.42	3.993996596118769e-13	1.8393034047384073e-14	R	-12.527748565630324	5.410988712806808	19.21	0.05	manual
343360.42	3.415133540715893e-13	9.436362697723667e-15	R	-12.595748565630323	5.535750231517133	19.38	0.03	manual
429733.42	3.510812940134305e-13	9.700734648292617e-15	R	-12.583748565630325	5.633199129707164	19.35	0.03	manual
799020.42	2.7887378451840443e-13	7.70556742870694e-15	R	-12.683748565630324	5.902557878412864	19.6	0.03	manual
1557689.42	3.0577902420036396e-13	1.6897973348976566e-14	R	-12.643748565630323	6.192480870136198	19.5	0.06	manual
2335443.42	1.9293352110720628e-13	1.7769833985612213e-14	R	-12.843748565630325	6.368369350245323	20.0	0.1	manual
73361.42	1.1488078112928092e-12	1.693328269275964e-13	Rc	-12.065931553516114	4.865467729044132	18.04	0.16	manual
1054943.99	5.462704273843345e-13	5.0313365713546205e-14	R	-12.391748565630325	6.023229402307022	18.87	0.1	manual
1227743.99	2.687866474466958e-13	3.2183014635543606e-14	R	-12.699748565630324	6.089107816869025	19.64	0.13	manual
1314143.99	1.5900386840811441e-13	2.7825115221493243e-14	R	-12.927748565630322	6.118642953227121	20.21	0.19	manual
85509.42	9.149717607313086e-13	4.213600673540853e-14	R	-12.167748565630324	4.93201396067752	18.31	0.05	manual
85989.42	8.578427602717528e-13	3.950511903869206e-14	R	-12.195748565630325	4.93444501963569	18.38	0.05	manual
90669.42	8.268137500556137e-13	3.046094424896896e-14	R	-12.211748565630325	4.957460837615835	18.42	0.04	manual
95469.42	7.823618958308301e-13	3.6029096773332605e-14	R	-12.235748565630324	4.979864284128068	18.48	0.05	manual
96309.42	7.610403621583223e-13	3.504720386145086e-14	R	-12.247748565630324	4.983668767435443	18.51	0.05	manual
91209.42	6.808424708012828e-13	3.808988522918724e-14	I	-12.256570772290516	4.960039694060353	18.06	0.05	manual
91629.42	6.622876233013966e-13	3.7051830110675086e-14	I	-12.268570772290516	4.962034937557082	18.09	0.05	manual
96729.42	5.875524467101668e-13	3.2870753839694584e-14	I	-12.320570772290516	4.985558583704756	18.22	0.05	manual
97149.42	5.768284059740654e-13	3.227079496763641e-14	I	-12.328570772290515	4.987440212125184	18.24	0.05	manual
