Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            148.8000              10.0000    1.1083912859081840e+47    1.0208661302432828e+45
            395.1000               5.1000    2.9423416142668616e+46    1.6259981122907564e+45
            409.5000              22.5000    1.8736699483456879e+46    2.0708566158964653e+45
            470.7000              10.0000    1.8394716171818223e+46    5.0826480559690642e+44
            584.0000              30.0000    1.4344753492156960e+46    1.5854407922198523e+45
            792.8000              10.0000    9.1346747109030813e+45    4.2066732848363837e+44
           1114.5000              10.0000    6.9934759360707465e+45    3.8647377365239255e+44
           1436.4000              10.0000    5.3050939947666041e+45    3.9089378243003544e+44
           1789.0000              20.0000    4.2923297823722282e+45    2.3720291653508974e+44
           2250.8000              20.0000    3.2560651041311373e+45    2.0992628121987314e+44
           2712.8000              20.0000    2.8099143288274601e+45    2.3292241316669610e+44
           3174.7000              20.0000    2.1711662393237261e+45    1.9997180643992178e+44
           3636.6000              20.0000    1.7893408466989916e+45    2.1424570328219838e+44
          59106.0000             894.0000    3.6365793283986959e+44    4.3542374679012140e+43
          64260.0000             900.0000    3.3165997611253831e+44    3.6656416268357462e+43
