Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
            302.9000              30.0000    4.0593986673688476e-04    1.1216533352504706e-05
            624.6000              30.0000    1.6160756954350562e-04    7.4423038251659114e-06
            946.4000              30.0000    1.0010636590414308e-04    8.2981235692944274e-06
           1268.5000              30.0000    8.1745093411276189e-05    7.5290015573126795e-06
           1590.8000              30.0000    3.9125661176778416e-05    7.5675740089062989e-06
           2022.8000              60.0000    3.5031738388824080e-05    4.1945051677312902e-06
           2484.6000              10.0000    3.2844426918374194e-05    4.8401337591889356e-06
           2946.9000              60.0000    3.4077026247778811e-05    3.7663322357065678e-06
           3408.5000              60.0000    2.7826698818240756e-05    4.3569873736844897e-06
           3870.4000              60.0000    3.9853061537529073e-05    5.1388438106999788e-06
