Time	Flux	Flux_err	Band
262.8	1.1621101337234505e-11	5.230357187717699e-13	R
280.2	1.0121556139921161e-11	4.555450672966984e-13	R
295.8	9.316382014466124e-12	4.1930626210753513e-13	R
571.8	3.382573859307522e-12	1.522409019989194e-13	R
846.0	2.2143552097570525e-12	9.966240162112837e-14	R
1362.0	1.3466269083171426e-12	6.060819473730473e-14	R
2202.0	8.496641380773566e-13	3.824118560518824e-14	R
3066.0	6.21222659182605e-13	3.3398693581547367e-14	R
12762.0	1.9464680896382246e-13	1.046476498098495e-14	R
13080.0	1.876062438351225e-13	1.0086244214077013e-14	R
14190.0	1.791625719538719e-13	9.632288445245512e-15	R
14514.0	1.791625719538719e-13	9.632288445245512e-15	R
16818.0	1.4495970225412942e-13	9.050992885369941e-15	R
17142.0	1.4495970225412942e-13	9.050992885369941e-15	R
18258.0	1.604158542327404e-13	1.0016043995562711e-14	R
18576.0	1.3971636828841904e-13	9.924558465511285e-15	R
19902.0	1.286018713579838e-13	9.135055589419412e-15	R
20226.0	1.3466269083171426e-13	9.565577495712757e-15	R
22776.0	8.81550687156777e-14	9.224126283056608e-15	R
23094.0	1.0215209745802648e-13	8.988277313365247e-15	R
35964.0	8.654605737840179e-14	2.2683355537882908e-14	R
38568.0	7.265195216018008e-14	1.1099226599244276e-14	R
40524.0	6.938207567295609e-14	1.0055772294165362e-14	R
42468.0	6.68724582528697e-14	8.628981943762009e-15	R
44418.0	5.718041306079956e-14	9.619817060140511e-15	R
47988.0	5.119732713421173e-14	1.2000827197333602e-14	R
69540.0	3.0849440246104056e-14	7.231213468575221e-15	R
72120.0	4.377713022113226e-14	1.056878093624903e-14	R
168360.0	1.9109410431563693e-14	8.011344813100936e-15	R
2988.0	6.749122149075154e-13	3.6285196502327865e-14	R
3294.0	6.269707616762773e-13	4.45359985852003e-14	R
3603.0	5.665617988280389e-13	3.537498167128659e-14	R
3907.8	4.4182195019832533e-13	4.9856950829544124e-14	R
4215.0	4.2193668678093324e-13	4.065382182721181e-14	R
4522.8	4.500360335252891e-13	3.9598292849485845e-14	R
4830.6	3.743236683770832e-13	5.425195970295537e-14	R
5137.2	3.5419896539716097e-13	5.4111891852449736e-14	R
5446.2	3.674914914528963e-13	6.182538267389036e-14	R
5751.0	2.1940538791670103e-13	6.046023507564032e-14	R
6072.0	2.9733585871748553e-13	7.385142009286062e-14	R
6378.0	4.29781075459145e-13	6.89970596479194e-14	R
6684.0	1.4495970225412942e-13	4.4672090699535146e-14	R
7296.0	3.113488660223071e-13	5.94377753098187e-14	R
7608.0	3.382573859307522e-13	5.948658150055624e-14	R
8220.0	2.7621501833289156e-13	4.4343562766707513e-14	R
8526.0	2.1146928081359245e-13	3.394928119254769e-14	R
8832.0	3.351562235761103e-13	2.949011479710497e-14	R
9150.0	2.9733585871748553e-13	4.3093863381180834e-14	R
9456.0	2.8658093039606835e-13	4.378170979460117e-14	R
9768.0	2.662240514300685e-13	4.478853045436331e-14	R
10380.0	2.662240514300685e-13	4.478853045436331e-14	R
10686.0	2.0010009199311985e-13	4.6904140520556936e-14	R
10998.0	1.151455843976802e-13	3.172998241615106e-14	R
11610.0	2.405732239670006e-13	3.486706814146738e-14	R
11916.0	7.198587505912761e-14	2.656585849173759e-14	R
12234.0	1.7427989447286945e-13	3.064919075733404e-14	R
13152.0	2.214355209757052e-13	3.2093377939101834e-14	R
13464.0	2.214355209757052e-13	3.0341416660068644e-14	R
13770.0	9.577392550443531e-14	2.7658215430053636e-14	R
14076.0	1.3220481972557104e-13	2.7190798650916235e-14	R
14382.0	1.6491011262913793e-13	3.024742179742367e-14	R
14694.0	2.3187145556618496e-13	3.3605892243420516e-14	R
15000.0	2.0760953145066023e-13	4.1173524336471503e-14	R
15318.0	2.5191109071248895e-13	5.1810998719369093e-14	R
15624.0	2.405732239670006e-13	7.717501633818666e-14	R
56064.0	6.327720507074805e-14	3.950901691957087e-15	R
62340.0	5.5622088059312827e-14	5.359217457179129e-15	R
68160.0	4.377713022113226e-14	4.939985955686034e-15	R
35604.0	6.212226591826049e-14	6.500177858947666e-15	R
37146.0	5.61367529034729e-14	5.873882301339413e-15	R
38310.0	7.607593317855301e-14	6.051873063630941e-15	R
40128.0	6.625936787045136e-14	5.830106163729146e-15	R
49542.0	4.800066877719232e-14	4.624889698363843e-15	R
52128.0	4.5003603352529006e-14	3.959829284948684e-15	R
