time_sec	flux	flux_err	band	source
93118.0	3.8040957033195626e-14	2.1022209741087176e-15	R	manual
371636.0	1.0870547907899236e-14	1.0012144626162558e-15	R	manual
124766.92	1.3069273134471978e-14	6.01862269914055e-16	R	manual
60117.4	3.617928581953232e-14	4.464459597098705e-15	Ic	manual
61568.2	3.910135364008367e-14	4.3231459664112224e-15	Rc	manual
62219.8	3.87428702751442e-14	4.283511125954577e-15	Rc	manual
62867.8	3.6323843209233193e-14	1.1709902895223171e-14	Rc	manual
239911.0	1.0668275633685511e-13	1.0099862119054868e-14	V	manual
239911.0	3.94685738868527e-14	3.6351899949440435e-15	R	manual
2993753.8	5.108006419232608e-14	9.409295548674318e-15	R	manual
432000.0	4.7451662669232376e-14	8.740919287996521e-15	R	manual
262280.0	1.7586965472670001e-13	6.514026493641113e-14	g'	manual
