time_sec	flux	flux_err	band	source
275.903940021992	5.865646341503077e-13	1.4155539560820164e-13	u	uvot
3998.43348997831	1.6438169627269839e-13	4.9879028444582685e-14	b	uvot
5227.90908998251	1.7896860275162733e-13	3.699773088749508e-14	u	uvot
5433.11588996649	2.550726329393876e-13	5.4825141173399234e-14	b	uvot
11935.9742599726	1.0278112917512158e-13	4.5950513302875595e-14	u	uvot
15588.6376100183	5.401426608155203e-14	2.3079267667584854e-14	u	uvot
15892.1642799973	4.7608367829816464e-14	2.2884716584350438e-14	u	uvot
16500.8946200013	9.260505580852617e-14	3.899279438781234e-14	b	uvot
16804.4047399759	1.0963067906163823e-13	3.954678701649057e-14	b	uvot
17107.8872600198	9.898074069012498e-14	4.232618784385044e-14	b	uvot
22871.5894899964	7.327231991889556e-14	2.647952102582704e-14	u	uvot
