time_sec	flux	flux_err	band	logF	logT	mag	mag_err
22780.0	6.1338826293045e-13	3.631324504458319e-14	g'	-12.212264538417614	4.357553719743081	18.79	0.03
22780.0	7.114741739630787e-13	1.9904286416706765e-14	r'	-12.147840859892964	4.357553719743081	18.46	0.03
22780.0	7.856453088885605e-13	3.3934851635717834e-14	i'	-12.104773478336096	4.357553719743081	18.22	0.03
22780.0	9.092407774461761e-13	6.407398214617748e-14	z'	-12.041321095359363	4.357553719743081	17.95	0.03
22780.0	4.5225720031773134e-13	5.773403594739877e-14	J	-12.344614510077069	4.357553719743081	17.62	0.05
22780.0	3.696499659807042e-13	6.605550812810668e-14	H	-12.432209329435064	4.357553719743081	17.17	0.05
22780.0	2.7039023061841464e-13	6.728750657467437e-14	K	-12.568009003799782	4.357553719743081	16.81	0.11
32253.0	3.769219544278346e-13	2.4301056457655966e-14	R	-12.423748565630323	4.508570116579046	18.95	0.07
32603.0	5.29630133233171e-13	4.453869950920852e-14	I	-12.276027313740943	4.513257563979005	18.18	0.08
15104.0	1.4314977527104374e-12	2.8013155825525093e-13	H	-11.844209329435063	4.179091976953994	15.7	0.1
22784.0	3.156703132662291e-11	3.6259992699784237e-12	u	-10.500766258750433	4.357629971956762	14.71	0.04
22805.0	1.5734881055493854e-12	1.251892347091538e-13	v	-11.803136535695655	4.3580300765769575	17.69	0.08
22839.0	5.503809280312806e-19	1.0634587047421517e-19	w1	-18.25933662381739	4.358677084512974	17.25	0.11
23428.0	9.274532571616887e-19	2.0401299280164635e-19	m2	-18.0327079692259	4.369735215355923	17.61	0.11
23348.0	4.643729500946251e-19	1.0941196603533357e-19	w2	-18.333133086019565	4.368249684638123	18.08	0.11
