time_sec	flux	flux_err	band	source
22780.0	2.726386988333334e-13	6.784704535478587e-14	K	manual
22780.0	3.742293032996619e-13	6.687382405217616e-14	H	manual
22780.0	4.611359049711052e-13	5.886746943008096e-14	J	manual
22780.0	6.715382241965233e-13	3.975578530888455e-14	g'	manual
22780.0	8.230911388001594e-13	3.5552271950012187e-14	i'	manual
22780.0	9.412823472327872e-13	6.633194397693618e-14	z'	manual
22784.0	3.609848799127156e-11	4.146512535478221e-12	u	manual
22805.0	1.7082587261555963e-12	1.359118012131303e-13	v	manual
22839.0	6.587884611007651e-19	1.2729262368289713e-19	w1	manual
23348.0	5.800269552587747e-19	1.366614690098107e-19	w2	manual
23428.0	1.1920796911878096e-18	2.6222318330258315e-19	m2	manual
29734.8	6.349260212821984e-13	3.0402205929374674e-14	i	nissim
29822.05	4.1318423107572665e-13	5.847925463119991e-14	J	nissim
29823.05	4.4338825650830067e-13	3.4371062377534e-14	Z	nissim
29906.2	6.374637984041459e-13	2.968089604547666e-14	i	nissim
30006.4	5.985079536883649e-13	2.857390313355732e-14	i	nissim
30014.05	3.000503868854157e-13	5.5774871130195187e-14	H	nissim
30017.05	4.292629523621455e-13	4.630437156765449e-14	Y	nissim
30107.7	6.365016388525453e-13	3.029776391164013e-14	i	nissim
30115.05	3.9455735049446627e-13	5.63351141547435e-14	J	nissim
30116.05	4.48505926670562e-13	3.442992912730186e-14	Z	nissim
30197.1	6.205985066507432e-13	3.01168979036375e-14	i	nissim
30203.05	4.473680723971276e-13	3.447082909278165e-14	Z	nissim
30204.05	3.8191906512249113e-13	5.506786293708998e-14	J	nissim
30298.4	5.683574095966376e-13	2.737279450937509e-14	i	nissim
30306.05	3.6799151771971247e-13	4.1821163057353713e-14	Y	nissim
30307.05	2.502429154120657e-13	4.82181893766274e-14	H	nissim
30397.6	5.804381192203873e-13	2.7965849717341415e-14	i	nissim
30405.05	2.0715517694781952e-13	4.168914378024555e-14	H	nissim
30408.05	4.4339971355081235e-13	4.716799162184586e-14	Y	nissim
30493.4	5.878069628702134e-13	2.860938452214101e-14	i	nissim
30500.05	4.3152641598224305e-13	3.372488255275577e-14	Z	nissim
30503.05	3.042922830005407e-13	4.7015184511285915e-14	J	nissim
30590.5	6.434445492079522e-13	2.9883841010473596e-14	i	nissim
30597.05	4.58299080909574e-13	3.4359681957106873e-14	Z	nissim
30601.05	3.6794028344562533e-13	5.2811118385229026e-14	J	nissim
30686.1	5.686307300380362e-13	2.714299187778645e-14	i	nissim
