Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
  8.2434d3 -9. -9. -9.     115.  ii 17.170  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.4312d3 -9. -9. -9.     115.  ii 17.197  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.6219d3 -9. -9. -9.     115.  ii 17.226  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.8119d3 -9. -9. -9.     115.  ii 17.247  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.0840d3 -9. -9. -9.     115.  ii 17.274  0.008     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.2723d3 -9. -9. -9.     115.  ii 17.304  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.4591d3 -9. -9. -9.     115.  ii 17.324  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.6457d3 -9. -9. -9.    115.  ii 17.333  0.005      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.8478d3 -9. -9. -9.    115.  ii 17.366  0.007      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.4943d3 -9. -9. -9.    120.  J 16.506  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.6818d3 -9. -9. -9.    120.  J 16.541  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.8710d3 -9. -9. -9.    120.  J 16.533  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.0611d3 -9. -9. -9.    120.  J 16.571  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.2685d3 -9. -9. -9.    120.  J 16.591  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.4560d3 -9. -9. -9.    120.  J 16.638  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.6469d3 -9. -9. -9.    120.  J 16.638  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.8370d3 -9. -9. -9.    120.  J 16.664  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.1091d3 -9. -9. -9.    120.  J 16.703  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.2966d3 -9. -9. -9.    120.  J 16.706  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.4841d3 -9. -9. -9.    120.  J 16.714  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.6707d3 -9. -9. -9.    120.  J 16.745  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.8729d3 -9. -9. -9.    120.  J 16.765  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.0620d3 -9. -9. -9.    120.  J 16.825  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.2520d3 -9. -9. -9.    120.  J 16.810  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.4470d3 -9. -9. -9.    120.  J 16.842  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.6460d3 -9. -9. -9.    120.  J 16.857  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.8350d3 -9. -9. -9.    120.  J 16.908  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.0250d3 -9. -9. -9.    120.  J 16.916  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.2130d3 -9. -9. -9.    120.  J 16.949  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.4150d3 -9. -9. -9.    120.  J 16.950  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.5980d3 -9. -9. -9.    120.  J 16.989  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.7880d3 -9. -9. -9.    120.  J 16.993  0.008       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.9830d3 -9. -9. -9.    120.  J 17.071  0.009       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.1400d3 -9. -9. -9.     60.  J 17.048  0.011       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.2770d3 -9. -9. -9.     60.  J 17.079  0.011       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.4170d3 -9. -9. -9.     60.  J 17.099  0.010       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.5600d3 -9. -9. -9.     60.  J 17.141  0.011       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.7070d3 -9. -9. -9.     60.  J 17.154  0.010       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.8060d3 -9. -9. -9.     60.  J 17.144  0.010       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.9040d3 -9. -9. -9.     60.  J 17.177  0.011       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.0030d3 -9. -9. -9.     60.  J 17.174  0.011       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.1160d3 -9. -9. -9.     60.  J 17.170  0.011       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.2090d3 -9. -9. -9.     60.  J 17.226  0.010       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.3080d3 -9. -9. -9.     60.  J 17.210  0.010       -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag     
269.0700d3 -9. -9. -9.   2400.  J 22.470  100.        -9.  -9. -9. GROND kruehler09 1 NNN 0. 0. 0 AB_mag 
354.8800d3 -9. -9. -9.   2400.  J 22.290  100.        -9.  -9. -9. GROND kruehler09 1 NNN 0. 0. 0 AB_mag 
  7.4943d3 -9. -9. -9.    120.  KS 15.887  0.019      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.6818d3 -9. -9. -9.    120.  KS 15.954  0.019      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.8710d3 -9. -9. -9.    120.  KS 15.940  0.013      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.0611d3 -9. -9. -9.    120.  KS 15.962  0.014      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.2685d3 -9. -9. -9.    120.  KS 15.968  0.014      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.4560d3 -9. -9. -9.    120.  KS 16.042  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.6469d3 -9. -9. -9.    120.  KS 16.052  0.014      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.8370d3 -9. -9. -9.    120.  KS 16.058  0.015      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.1091d3 -9. -9. -9.    120.  KS 16.075  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.2966d3 -9. -9. -9.    120.  KS 16.135  0.013      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.4841d3 -9. -9. -9.    120.  KS 16.140  0.015      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.6707d3 -9. -9. -9.    120.  KS 16.215  0.014      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.8729d3 -9. -9. -9.    120.  KS 16.175  0.018      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.0620d3 -9. -9. -9.    120.  KS 16.252  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.2520d3 -9. -9. -9.    120.  KS 16.231  0.017      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.4470d3 -9. -9. -9.    120.  KS 16.258  0.018      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.6460d3 -9. -9. -9.    120.  KS 16.236  0.018      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.8350d3 -9. -9. -9.    120.  KS 16.310  0.019      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.0250d3 -9. -9. -9.    120.  KS 16.321  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.2130d3 -9. -9. -9.    120.  KS 16.334  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.4150d3 -9. -9. -9.    120.  KS 16.370  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.5980d3 -9. -9. -9.    120.  KS 16.411  0.013      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.7880d3 -9. -9. -9.    120.  KS 16.405  0.014      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.9830d3 -9. -9. -9.    120.  KS 16.414  0.015      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.1400d3 -9. -9. -9.     60.  KS 16.465  0.014      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.2770d3 -9. -9. -9.     60.  KS 16.453  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.4170d3 -9. -9. -9.     60.  KS 16.512  0.017      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.5600d3 -9. -9. -9.     60.  KS 16.458  0.017      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.7070d3 -9. -9. -9.     60.  KS 16.478  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.8060d3 -9. -9. -9.     60.  KS 16.543  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.9040d3 -9. -9. -9.     60.  KS 16.500  0.014      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.0030d3 -9. -9. -9.     60.  KS 16.553  0.025      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.1160d3 -9. -9. -9.     60.  KS 16.544  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.2090d3 -9. -9. -9.     60.  KS 16.555  0.018      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.3080d3 -9. -9. -9.     60.  KS 16.569  0.016      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.4080d3 -9. -9. -9.     60.  KS 16.593  0.020      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
269.0700d3 -9. -9. -9.   2400.  KS 21.224  100.       -9.  -9. -9. GROND kruehler09 1 NNN 0. 0. 0 AB_mag 
354.8800d3 -9. -9. -9.   2400.  KS 21.082  100.       -9.  -9. -9. GROND kruehler09 1 NNN 0. 0. 0 AB_mag 
  7.4943d3 -9. -9. -9.    120.  H 16.215  0.017	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.6818d3 -9. -9. -9.    120.  H 16.240  0.017	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.8710d3 -9. -9. -9.    120.  H 16.251  0.011	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.0611d3 -9. -9. -9.    120.  H 16.264  0.013	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.2685d3 -9. -9. -9.    120.  H 16.267  0.012	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.4560d3 -9. -9. -9.    120.  H 16.329  0.015	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.6469d3 -9. -9. -9.    120.  H 16.309  0.012	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.8370d3 -9. -9. -9.    120.  H 16.346  0.013	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.1091d3 -9. -9. -9.    120.  H 16.378  0.014	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.2966d3 -9. -9. -9.    120.  H 16.397  0.011	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.4841d3 -9. -9. -9.    120.  H 16.397  0.013	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.6707d3 -9. -9. -9.    120.  H 16.437  0.012	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.8729d3 -9. -9. -9.    120.  H 16.455  0.017	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.0620d3 -9. -9. -9.    120.  H 16.508  0.015	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.2520d3 -9. -9. -9.    120.  H 16.533  0.016	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.4470d3 -9. -9. -9.    120.  H 16.556  0.017	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.6460d3 -9. -9. -9.    120.  H 16.599  0.017	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 10.8350d3 -9. -9. -9.    120.  H 16.611  0.017	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.0250d3 -9. -9. -9.    120.  H 16.620  0.015	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.2130d3 -9. -9. -9.    120.  H 16.629  0.014	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.4150d3 -9. -9. -9.    120.  H 16.658  0.014	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.5980d3 -9. -9. -9.    120.  H 16.684  0.011	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.7880d3 -9. -9. -9.    120.  H 16.737  0.012	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 11.9830d3 -9. -9. -9.    120.  H 16.751  0.013	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.1400d3 -9. -9. -9.     60.  H 16.770  0.013	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.2770d3 -9. -9. -9.     60.  H 16.794  0.014	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.4170d3 -9. -9. -9.     60.  H 16.788  0.016	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.5600d3 -9. -9. -9.     60.  H 16.805  0.016	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.7070d3 -9. -9. -9.     60.  H 16.796  0.015	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.8060d3 -9. -9. -9.     60.  H 16.820  0.014	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 12.9040d3 -9. -9. -9.     60.  H 16.808  0.012	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.0030d3 -9. -9. -9.     60.  H 16.878  0.024	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.1160d3 -9. -9. -9.     60.  H 16.863  0.015	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.2090d3 -9. -9. -9.     60.  H 16.887  0.017	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.3080d3 -9. -9. -9.     60.  H 16.856  0.014	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
 13.4080d3 -9. -9. -9.     60.  H 16.883  0.019	      -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
269.0700d3 -9. -9. -9.   2400.  H 21.970  100. 	      -9.  -9. -9. GROND kruehler09 1 NNN 0. 0. 0 AB_mag 
354.8800d3 -9. -9. -9.   2400.  H 22.040  100. 	      -9.  -9. -9. GROND kruehler09 1 NNN 0. 0. 0 AB_mag     
-9. -9. 3185. -9.    98.  white     16.88  0.02 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07 
-9. -9. 5615. -9.   186.  white     17.37  0.03 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07  
-9. -9. 3342. -9.   197.  v         17.06  0.06 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07  
-9. -9. 10560. -9.   295.  v         17.79 0.08 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07  
-9. -9. 5416. -9.   197.  b         17.56  0.05 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07  
-9. -9. 5211. -9.   197.  u         16.70  0.04 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07  
-9. -9. 5006. -9.   197.  uvw1      16.86  0.06 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07  
-9. -9. 3477. -9.    58.  uvm2      17.08  0.17 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07  
-9. -9. 9344. -9.   777.  uvw2      17.88  0.05 -9. -9. -9. UVOT GCN7965 0 NNN 0. 0. 0 E(B-V)=0.07  

