Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
  0.5745d3 -9. -9. -9.      35.  gg 18.162  0.024     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.7457d3 -9. -9. -9.     115.  gg 17.815  0.016     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.9334d3 -9. -9. -9.      35.  gg 17.509  0.013     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.0726d3 -9. -9. -9.      71.  gg 17.385  0.008     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.1977d3 -9. -9. -9.      35.  gg 17.300  0.008     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.3423d3 -9. -9. -9.      35.  gg 17.163  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.4556d3 -9. -9. -9.      35.  gg 17.118  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.5595d3 -9. -9. -9.      35.  gg 17.075  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.6767d3 -9. -9. -9.      35.  gg 17.044  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.7947d3 -9. -9. -9.      35.  gg 17.020  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.8996d3 -9. -9. -9.      35.  gg 17.003  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.0065d3 -9. -9. -9.      35.  gg 17.003  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.1892d3 -9. -9. -9.     115.  gg 16.976  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.3835d3 -9. -9. -9.     115.  gg 16.995  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.5359d3 -9. -9. -9.      35.  gg 17.007  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.6421d3 -9. -9. -9.      35.  gg 17.042  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.7614d3 -9. -9. -9.      35.  gg 17.044  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.8323d3 -9. -9. -9.      35.  gg 17.061  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.9105d3 -9. -9. -9.      35.  gg 17.074  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.9854d3 -9. -9. -9.      35.  gg 17.103  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.0564d3 -9. -9. -9.      35.  gg 17.110  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.1276d3 -9. -9. -9.      35.  gg 17.125  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.1962d3 -9. -9. -9.      35.  gg 17.151  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.3151d3 -9. -9. -9.      35.  gg 17.164  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.4059d3 -9. -9. -9.      35.  gg 17.181  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.1611d3 -9. -9. -9.     115.  gg 17.273  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.4496d3 -9. -9. -9.     115.  gg 17.315  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.6632d3 -9. -9. -9.     115.  gg 17.341  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  5.6014d3 -9. -9. -9.     115.  gg 17.456  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  5.8030d3 -9. -9. -9.     115.  gg 17.501  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.0290d3 -9. -9. -9.     115.  gg 17.529  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.2166d3 -9. -9. -9.     115.  gg 17.556  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.5862d3 -9. -9. -9.     115.  gg 17.591  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.7883d3 -9. -9. -9.     115.  gg 17.598  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.9845d3 -9. -9. -9.     115.  gg 17.643  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.2804d3 -9. -9. -9.     115.  gg 17.689  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.4691d3 -9. -9. -9.     115.  gg 17.713  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.6567d3 -9. -9. -9.     115.  gg 17.760  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.8462d3 -9. -9. -9.     115.  gg 17.769  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.0363d3 -9. -9. -9.     115.  gg 17.779  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.2434d3 -9. -9. -9.     115.  gg 17.786  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.4312d3 -9. -9. -9.     115.  gg 17.812  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.6219d3 -9. -9. -9.     115.  gg 17.826  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.8119d3 -9. -9. -9.     115.  gg 17.836  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.0840d3 -9. -9. -9.     115.  gg 17.875  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.2723d3 -9. -9. -9.     115.  gg 17.898  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.4591d3 -9. -9. -9.     115.  gg 17.929  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.6457d3 -9. -9. -9.     115.  gg 17.960  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.8478d3 -9. -9. -9.     115.  gg 17.989  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.4169d3 -9. -9. -9.      66.  rr 18.175  0.026     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.5745d3 -9. -9. -9.      35.  rr 17.724  0.018     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.7457d3 -9. -9. -9.     115.  rr 17.381  0.010     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.9334d3 -9. -9. -9.      35.  rr 17.086  0.009     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.0726d3 -9. -9. -9.      71.  rr 16.961  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.1977d3 -9. -9. -9.      35.  rr 16.865  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.3423d3 -9. -9. -9.      35.  rr 16.773  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.4556d3 -9. -9. -9.      35.  rr 16.701  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.5595d3 -9. -9. -9.      35.  rr 16.668  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.6767d3 -9. -9. -9.      35.  rr 16.596  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.7947d3 -9. -9. -9.      35.  rr 16.595  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.8996d3 -9. -9. -9.      35.  rr 16.573  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.0065d3 -9. -9. -9.      35.  rr 16.593  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.1892d3 -9. -9. -9.     115.  rr 16.552  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.3835d3 -9. -9. -9.     115.  rr 16.553  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.5359d3 -9. -9. -9.      35.  rr 16.597  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.6421d3 -9. -9. -9.      35.  rr 16.617  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.7614d3 -9. -9. -9.      35.  rr 16.617  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.8323d3 -9. -9. -9.      35.  rr 16.635  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.9105d3 -9. -9. -9.      35.  rr 16.652  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.9854d3 -9. -9. -9.      35.  rr 16.692  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.0564d3 -9. -9. -9.      35.  rr 16.696  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.1276d3 -9. -9. -9.      35.  rr 16.718  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.1962d3 -9. -9. -9.      35.  rr 16.724  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.3151d3 -9. -9. -9.      35.  rr 16.744  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.4059d3 -9. -9. -9.      35.  rr 16.771  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.1611d3 -9. -9. -9.     115.  rr 16.869  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.4496d3 -9. -9. -9.     115.  rr 16.911  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.6632d3 -9. -9. -9.     115.  rr 16.944  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  5.6014d3 -9. -9. -9.     115.  rr 17.067  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  5.8030d3 -9. -9. -9.     115.  rr 17.094  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.0290d3 -9. -9. -9.     115.  rr 17.140  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.2166d3 -9. -9. -9.     115.  rr 17.163  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.5862d3 -9. -9. -9.     115.  rr 17.197  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.7883d3 -9. -9. -9.     115.  rr 17.219  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.9845d3 -9. -9. -9.     115.  rr 17.254  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.2804d3 -9. -9. -9.     115.  rr 17.300  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.4691d3 -9. -9. -9.     115.  rr 17.323  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.6567d3 -9. -9. -9.     115.  rr 17.342  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.8462d3 -9. -9. -9.     115.  rr 17.355  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.0363d3 -9. -9. -9.     115.  rr 17.371  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.2434d3 -9. -9. -9.     115.  rr 17.397  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.4312d3 -9. -9. -9.     115.  rr 17.423  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.6219d3 -9. -9. -9.     115.  rr 17.432  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.8119d3 -9. -9. -9.     115.  rr 17.461  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.0840d3 -9. -9. -9.     115.  rr 17.498  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.2723d3 -9. -9. -9.     115.  rr 17.527  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.4591d3 -9. -9. -9.     115.  rr 17.534  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.6457d3 -9. -9. -9.     115.  rr 17.570  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  9.8478d3 -9. -9. -9.     115.  rr 17.599  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.4169d3 -9. -9. -9.      66.  ii 17.899  0.026     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.5745d3 -9. -9. -9.      35.  ii 17.478  0.018     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.7457d3 -9. -9. -9.     115.  ii 17.162  0.015     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  0.9334d3 -9. -9. -9.      35.  ii 16.875  0.011     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.0726d3 -9. -9. -9.      71.  ii 16.711  0.009     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.1977d3 -9. -9. -9.      35.  ii 16.637  0.008     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.3423d3 -9. -9. -9.      35.  ii 16.523  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.4556d3 -9. -9. -9.      35.  ii 16.442  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.5595d3 -9. -9. -9.      35.  ii 16.425  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.6767d3 -9. -9. -9.      35.  ii 16.354  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.7947d3 -9. -9. -9.      35.  ii 16.334  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  1.8996d3 -9. -9. -9.      35.  ii 16.326  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.0065d3 -9. -9. -9.      35.  ii 16.343  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.1892d3 -9. -9. -9.     115.  ii 16.312  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.3835d3 -9. -9. -9.     115.  ii 16.315  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.5359d3 -9. -9. -9.      35.  ii 16.363  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.6421d3 -9. -9. -9.      35.  ii 16.386  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.7614d3 -9. -9. -9.      35.  ii 16.387  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.8323d3 -9. -9. -9.      35.  ii 16.401  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.9105d3 -9. -9. -9.      35.  ii 16.409  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  2.9854d3 -9. -9. -9.      35.  ii 16.453  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.0564d3 -9. -9. -9.      35.  ii 16.463  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.1276d3 -9. -9. -9.      35.  ii 16.483  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.1962d3 -9. -9. -9.      35.  ii 16.492  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.3151d3 -9. -9. -9.      35.  ii 16.513  0.007     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  3.4059d3 -9. -9. -9.      35.  ii 16.554  0.008     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.1611d3 -9. -9. -9.     115.  ii 16.643  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.4496d3 -9. -9. -9.     115.  ii 16.689  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  4.6632d3 -9. -9. -9.     115.  ii 16.716  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  5.6014d3 -9. -9. -9.     115.  ii 16.830  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  5.8030d3 -9. -9. -9.     115.  ii 16.881  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.0290d3 -9. -9. -9.     115.  ii 16.910  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.2166d3 -9. -9. -9.     115.  ii 16.941  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.5862d3 -9. -9. -9.     115.  ii 16.977  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.7883d3 -9. -9. -9.     115.  ii 16.984  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  6.9845d3 -9. -9. -9.     115.  ii 17.028  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.2804d3 -9. -9. -9.     115.  ii 17.073  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.4691d3 -9. -9. -9.     115.  ii 17.087  0.006     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.6567d3 -9. -9. -9.     115.  ii 17.101  0.004     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  7.8462d3 -9. -9. -9.     115.  ii 17.130  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
  8.0363d3 -9. -9. -9.     115.  ii 17.150  0.005     -9.  -9. -9. GROND kruehler09 0 NNN 0. 0. 0 AB_mag 
