z=   3.9100001e+00 0.
TotalEnergy(erg)    2.3912631217634969e+05    9.3125744468076024e+04
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    6.4812508889500063e+05    2.1822044095627556e+05
Energy2(erg)    1.1528185715373783e+05    5.7036012373663871e+04
T_min_T_max    7.2505090382248099e+01    2.2240325476801945e+03
Interval1    7.2505090382248099e+01    5.7256726541357193e+02
Interval2    5.7256726541357193e+02    2.2240325476801945e+03
