Time	Flux	Flux_err	Band
73.0	2.97135448581543e-09	2.9713544858154297e-12	R
20280.0	2.4714650124063898e-12	2.4714650124063896e-13	R
13680.0	3.6724379505957e-12	2.2034627703574199e-13	R
39328.0	1.66323826017063e-12	4.9897147805076e-14	R
42768.0	1.23866671257186e-12	1.2386667125718598e-13	R
10080.0	5.5074995038206e-12	1.65224985115047e-13	R
153180.0	1.6030773083539498e-13	3.2061546167121897e-15	R
36516.0	1.87479793587801e-12	2.81219690381916e-13	R
27260.0	3.2580254067075e-12	3.2580254067075e-14	R
27457.0	2.70990749863119e-12	2.70990749863119e-14	R
30000.0	3.91700807356716e-13	3.91700807356716e-15	R
44691.0	1.07883360674232e-12	1.0788336067423199e-14	R
39600.0	1.60307730835395e-12	4.8092319250832997e-14	R
73872.0	6.8069798764539e-13	6.8069798764539e-15	R
162950.0	2.4714650124063896e-13	2.47146501240639e-15	R
249041.0	1.6328807406740397e-13	1.6328807406740401e-15	R
334713.0	7.4637050161245e-14	7.463705016124499e-16	R
40536.0	1.3333816273677898e-12	6.666908136817499e-14	R
