Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (erg/cm^2/s/A)
          76087.9000              30.0000    2.6061520670541509e-17    9.6014190485407558e-19
          76181.6000              20.0000    2.6061520670541509e-17    9.6014190485407558e-19
          76308.7000             112.5000    2.6302664955901123e-17    9.6902598865013625e-19
          76377.8000             112.5000    2.5822587209311871e-17    9.5133927082905060e-19
          77310.9000             112.5000    2.5822587209311871e-17    9.5133927082905060e-19
          77380.0000             112.5000    2.5585844303253818e-17    9.4261733983903742e-19
          77647.9000             112.5000    2.5118850008254301e-17    9.2541263418793374e-19
          78563.7000             112.5000    2.4888559003732463e-17    9.1692840003492465e-19
          78624.2000             112.5000    2.4888559003732463e-17    9.1692840003492465e-19
          78693.3000             112.5000    2.4434291599938837e-17    9.0019257038379683e-19
          91363.0000              90.0000    2.0323558469601370e-17    7.4874756500579866e-19
          91475.3000              90.0000    2.0323558469601370e-17    7.4874756500579866e-19
         161809.4000              60.0000    6.0255923005892940e-18    2.2199102433425453e-19
         247051.7000              60.0000    2.8575888232329945e-18    1.0527746291988092e-19
