z=   9.8000002e-01 0.
TotalEnergy(erg)    1.0085884316066510e+50    9.5985709004241209e+48
TotalEnergy_common(erg)    2.4408202291257157e+49    5.5463394296544308e+48
Energy1(erg)    1.4259032416075897e+49    3.4959289125643923e+48
Energy2(erg)   -1.5120381102111267e+49    3.7614292829726273e+48
Energy3(erg)    9.3864042814274078e+49    9.0547078856020217e+48
Energy4(erg)    7.8561490252178482e+48    1.2055061319055064e+48
T_min_T_max    7.7171716428316330e+01    1.2572424121313152e+05
Interval1    7.7171716428316330e+01    2.2654467048489478e+03
Interval2    2.2654467048489478e+03    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    8.0693795215246850e+04
Interval4    8.0693795215246850e+04    1.2572424121313152e+05
