time_sec	mag	mag_err	band	source
19682.0	17.243295145286247	0.1	R	manual
19597.0	17.243295145286247	0.1	R	manual
53949.0	21.022378145139665	0.25	B	manual
54787.0	19.863295145286248	0.14	R	manual
25284.0	17.23004112201743	0.2	I	manual
25785.0	17.64329514528625	0.1	R	manual
26164.0	17.32004112201743	0.04	I	manual
13534.11	16.603295145286246	0.12	R	manual
13718.17	17.013295145286246	0.3	R	manual
13902.21	16.523295145286248	0.07	R	manual
14086.26	16.773295145286248	0.11	R	manual
14270.3	16.523295145286248	0.15	R	manual
14454.37	16.66329514528625	0.13	R	manual
14638.41	16.783295145286246	0.09	R	manual
14822.58	16.673295145286247	0.13	R	manual
15006.68	16.82329514528625	0.1	R	manual
15190.76	16.813295145286247	0.09	R	manual
15374.83	16.673295145286247	0.07	R	manual
15558.87	16.783295145286246	0.06	R	manual
15742.95	16.783295145286246	0.04	R	manual
15927.3	16.80329514528625	0.06	R	manual
16111.1	16.813295145286247	0.1	R	manual
16295.15	16.943295145286246	0.08	R	manual
16479.2	16.783295145286246	0.07	R	manual
16663.25	16.75329514528625	0.05	R	manual
16847.3	16.82329514528625	0.04	R	manual
17031.36	16.813295145286247	0.03	R	manual
17373.44	16.923295145286247	0.03	R	manual
17557.48	16.853295145286246	0.03	R	manual
17741.57	16.91329514528625	0.03	R	manual
17925.66	16.96329514528625	0.03	R	manual
18109.73	17.023295145286248	0.03	R	manual
18293.9	17.063295145286247	0.03	R	manual
18477.98	16.993295145286247	0.04	R	manual
18662.64	16.98329514528625	0.04	R	manual
18846.22	17.123295145286246	0.07	R	manual
19030.35	17.09329514528625	0.06	R	manual
48023.0	19.14329514528625	0.1	R	manual
48479.0	19.173295145286247	0.03	R	manual
73206.0	20.273295145286248	0.03	R	manual
138611.0	21.563295145286247	0.16	R	manual
161231.0	21.78329514528625	0.18	R	manual
25410.0	17.432297101365403	0.03	Rc	manual
45006.0	18.7422971013654	0.05	Rc	manual
123785.0	21.4422971013654	0.2	Rc	manual
