time_sec	flux	flux_err	band	source
6035.216	7.390119045193334e-13	3.1310135426000946e-14	R	manual
6399.216	6.42467901085631e-13	5.3847867228316873e-14	R	manual
6775.216	6.395160292151012e-13	4.8299314479727114e-14	R	manual
9225.216	5.704944639068085e-13	2.1017792771639154e-13	R	manual
137349.216	4.171107994731883e-15	6.530945141157786e-16	R	manual
137781.216	6.1411744496408075e-15	1.4140576741218838e-15	R	manual
151608.216	5.142352721596516e-15	1.2840974212744925e-15	Ks	manual
161973.216	1.4049555727170695e-14	2.1881047817711987e-15	I	manual
163787.216	3.0533370620156613e-15	6.414034373479902e-16	r'	manual
238008.216	1.4560016335505526e-15	5.899081469588121e-16	Ks	manual
244917.216	2.8330317020604687e-15	1.1741933817259169e-15	R	manual
1524501.216	5.202971348755471e-17	9.584227413535578e-18	R	manual
2086965.216	4.040305688916169e-17	1.126512434438309e-17	V	manual
