time_sec	mag	mag_err	band	source
1524501.216	28.709679962757978	0.2	R	manual
2086965.216	29.438654890678823	0.3	V	manual
137349.216	23.949679962757976	0.17	R	manual
9225.216	18.609679962757976	0.4	R	manual
6035.216	18.328679962757978	0.046	R	manual
6399.216	18.48067996275797	0.091	R	manual
6775.216	18.485679962757978	0.082	R	manual
137781.216	23.529679962757974	0.25	R	manual
151608.216	20.565271253459155	0.13	Ks	manual
161973.216	22.016103431973608	0.16	I	manual
238008.216	21.93527125345916	0.37	Ks	manual
244917.216	24.369679962757974	0.45	R	manual
