Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
-9. -9. 0.0765d3 	        -9. 30. 	rr 16.19   0.19 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 
-9. -9. 0.1158d3 	        -9. 30. 	rr 16.46   0.16	-9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 
-9. -9. 0.1549d3	        -9. 30. 	rr 16.65   0.20	-9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 
-9. -9. 0.2334d3 	        -9. 110. 	rr 16.93   0.20	-9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 
-9. -9. 0.3421d3 		-9. 35. 	gg 17.44   0.05 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 
-9. -9. 0.4441d3 	        -9. 35. 	gg 17.67   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 0.5443d3 	        -9. 35. 	gg 17.86   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 0.6463d3 	        -9. 35. 	gg 18.00   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 0.7646d3 	        -9. 35. 	gg 18.11   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 0.8657d3 		-9. 35. 	gg 18.24   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 0.9677d3 	        -9. 35. 	gg 18.29   0.03 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 1.0679d3 	        -9. 35. 	gg 18.37   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 1.2390d3 	        -9. 35. 	gg 18.49   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 1.3401d3 	        -9. 35. 	gg 18.54   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V) 	 		
-9. -9. 1.4394d3 		-9. 35. 	gg 18.57   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V)	 		
-9. -9. 1.5396d3 	        -9. 35. 	gg 18.63   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V)	 		
-9. -9. 1.6813d3 	        -9. 35. 	gg 18.63   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V)	 		
-9. -9. 1.7824d3 	        -9. 35. 	gg 18.70   0.03 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V)	 		
-9. -9. 1.8835d3 	        -9. 35. 	gg 18.72   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V)	 		
-9. -9. 1.9863d3 		-9. 35. 	gg 18.74   0.03 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V)	 		
-9. -9. 2.1021d3 	        -9. 35. 	gg 18.77   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V)	 		
-9. -9. 2.2041d3 	        -9. 35. 	gg 18.81   0.04 -9. -9. -9. GROND filgas11 0 USNOB 0.04 0. 0 GAL_Ext=E(B-V)	 		
