z=   1.1000000e+00 0.
TotalEnergy(erg)    7.6087201632464170e+49    1.0099854136855504e+49
TotalEnergy_common(erg)    9.1999584017573792e+48    2.5187427346092385e+48
Energy1(erg)   -3.6023127563186734e+49    1.4296349298264553e+50
Energy2(erg)    1.0109721234161901e+50    1.4060349659904562e+50
Energy3(erg)    1.1013116853890946e+49    2.0153898347421305e+48
T_min_T_max    1.6290476005526091e+02    3.7166932911367266e+05
Interval1    1.6290476005526091e+02    0.0000000000000000e+00
Interval2    0.0000000000000000e+00    1.7840447486510762e+05
Interval3    1.7840447486510762e+05    3.7166932911367266e+05
