time(s)	erg/cm2/s	err
0.629	5.23E-12	1.49E-12
14.9152	4.82E-12	1.37E-12
31.5112	3.60E-12	1.03E-12
36.40361664	4.82E-12	7.73E-13
45.49424193	4.02E-12	4.21E-13
45.49424193	4.02E-12	4.21E-13
55.10703341	3.76E-12	5.15E-13
55.10703341	3.76E-12	5.15E-13
73.7117731	3.15E-12	5.31E-13
73.7117731	3.15E-12	5.31E-13
82.0268	2.42E-12	8.13E-13
111.0692681	2.44E-12	4.10E-13
111.0692681	2.44E-12	4.10E-13
112.9796	1.89E-12	6.66E-13
151.0757	2.13E-12	7.13E-13
162.7966118	1.81E-12	6.56E-14
162.7966118	1.76E-12	4.81E-14
162.7966118	1.76E-12	7.94E-14
162.7966118	1.75E-12	7.90E-14
162.7966118	1.81E-12	6.56E-14
162.7966118	1.76E-12	4.81E-14
162.7966118	1.76E-12	7.94E-14
162.7966118	1.75E-12	7.90E-14
187.3425335	1.62E-12	1.43E-13
187.3425335	1.62E-12	1.43E-13
202.29211	1.58E-12	9.90E-14
202.29211	1.57E-12	2.03E-13
202.29211	1.49E-12	9.29E-14
202.29211	1.58E-12	9.90E-14
202.29211	1.57E-12	2.03E-13
202.29211	1.49E-12	9.29E-14
211.3333968	1.44E-12	5.21E-14
211.3333968	1.42E-12	5.14E-14
211.3333968	1.40E-12	3.82E-14
211.3333968	1.37E-12	4.98E-14
211.3333968	1.44E-12	5.21E-14
211.3333968	1.42E-12	5.14E-14
211.3333968	1.40E-12	3.82E-14
211.3333968	1.37E-12	4.98E-14
254.6268	1.48E-12	4.51E-13
259.019092	1.19E-12	4.31E-14
259.019092	1.19E-12	3.24E-14
259.019092	1.15E-12	4.18E-14
259.019092	1.15E-12	3.15E-14
259.019092	1.19E-12	4.31E-14
259.019092	1.19E-12	3.24E-14
259.019092	1.15E-12	4.18E-14
259.019092	1.15E-12	3.15E-14
298.6091558	1.05E-12	7.44E-14
298.6091558	1.02E-12	5.48E-14
298.6091558	1.05E-12	7.44E-14
298.6091558	1.02E-12	5.48E-14
307.555877	1.05E-12	3.79E-14
307.555877	1.04E-12	3.78E-14
307.555877	1.04E-12	3.77E-14
307.555877	1.03E-12	2.82E-14
307.555877	1.05E-12	3.79E-14
307.555877	1.04E-12	3.78E-14
307.555877	1.04E-12	3.77E-14
307.555877	1.03E-12	2.82E-14
315.6641	1.15E-12	3.77E-13
324.5159989	1.03E-12	2.27E-13
324.5159989	1.03E-12	2.27E-13
345.9535928	9.38E-13	4.51E-13
345.9535928	9.38E-13	4.51E-13
362.5889026	9.07E-13	2.56E-13
362.5889026	9.07E-13	2.56E-13
363.8511469	9.46E-13	3.43E-14
363.8511469	9.08E-13	3.29E-14
363.8511469	9.00E-13	4.05E-14
363.8511469	8.91E-13	3.23E-14
363.8511469	9.46E-13	3.43E-14
363.8511469	9.08E-13	3.29E-14
363.8511469	9.00E-13	4.05E-14
363.8511469	8.91E-13	3.23E-14
370.3742	1.40E-12	4.03E-13
378.767831	8.74E-13	1.93E-13
378.767831	8.74E-13	1.93E-13
385.4326449	8.75E-13	3.08E-13
385.4326449	8.75E-13	3.08E-13
411.9644428	8.51E-13	3.08E-14
411.9644428	8.43E-13	3.05E-14
411.9644428	8.39E-13	3.04E-14
411.9644428	8.28E-13	2.26E-14
411.9644428	8.51E-13	3.08E-14
411.9644428	8.43E-13	3.05E-14
411.9644428	8.39E-13	3.04E-14
411.9644428	8.28E-13	2.26E-14
446.9413534	8.39E-13	5.24E-14
446.9413534	7.59E-13	4.08E-14
446.9413534	8.39E-13	5.24E-14
446.9413534	7.59E-13	4.08E-14
460.5012278	8.01E-13	2.19E-14
460.5012278	7.91E-13	2.86E-14
460.5012278	7.83E-13	2.84E-14
460.5012278	7.76E-13	2.12E-14
460.5012278	8.01E-13	2.19E-14
460.5012278	7.91E-13	2.86E-14
460.5012278	7.83E-13	2.84E-14
460.5012278	7.76E-13	2.12E-14
492.4929	8.83E-13	2.78E-13
508.186923	7.48E-13	2.04E-14
508.186923	7.44E-13	2.70E-14
508.186923	7.34E-13	2.66E-14
508.186923	7.20E-13	2.61E-14
508.186923	7.48E-13	2.04E-14
508.186923	7.44E-13	2.70E-14
508.186923	7.34E-13	2.66E-14
508.186923	7.20E-13	2.61E-14
555.1366518	6.46E-13	1.19E-13
555.1366518	6.46E-13	1.19E-13
589.6078424	6.70E-13	2.43E-14
589.6078424	6.70E-13	3.02E-14
589.6078424	6.69E-13	2.42E-14
589.6078424	6.66E-13	2.41E-14
589.6078424	6.70E-13	2.43E-14
589.6078424	6.70E-13	3.02E-14
589.6078424	6.69E-13	2.42E-14
589.6078424	6.66E-13	2.41E-14
637.7170267	6.63E-13	2.40E-14
637.7170267	6.36E-13	2.31E-14
637.7170267	6.34E-13	1.73E-14
637.7170267	6.34E-13	2.30E-14
