time(s)	erg/cm2/s	err
637.7170267	6.63E-13	2.40E-14
637.7170267	6.36E-13	2.31E-14
637.7170267	6.34E-13	1.73E-14
637.7170267	6.34E-13	2.30E-14
654.8078	8.41E-13	2.56E-13
672.2169982	6.66E-13	4.17E-14
672.2169982	6.37E-13	3.98E-14
672.2169982	5.75E-13	6.03E-14
672.2169982	6.66E-13	4.17E-14
672.2169982	6.37E-13	3.98E-14
672.2169982	5.75E-13	6.03E-14
684.9710098	6.28E-13	2.27E-14
684.9710098	6.19E-13	2.24E-14
684.9710098	6.11E-13	1.67E-14
684.9710098	5.93E-13	2.15E-14
684.9710098	6.28E-13	2.27E-14
684.9710098	6.19E-13	2.24E-14
684.9710098	6.11E-13	1.67E-14
684.9710098	5.93E-13	2.15E-14
732.6525935	6.00E-13	1.64E-14
732.6525935	5.88E-13	2.13E-14
732.6525935	5.88E-13	2.13E-14
732.6525935	5.86E-13	2.12E-14
732.6525935	6.00E-13	1.64E-14
732.6525935	5.88E-13	2.13E-14
732.6525935	5.88E-13	2.13E-14
732.6525935	5.86E-13	2.12E-14
800.0860379	5.86E-13	2.12E-14
800.0860379	5.78E-13	2.09E-14
800.0860379	5.72E-13	2.58E-14
800.0860379	5.52E-13	2.49E-14
800.0860379	5.86E-13	2.12E-14
800.0860379	5.78E-13	2.09E-14
800.0860379	5.72E-13	2.58E-14
800.0860379	5.52E-13	2.49E-14
832.9524	6.43E-13	2.00E-13
848.1952222	5.67E-13	2.05E-14
848.1952222	5.52E-13	1.51E-14
848.1952222	5.49E-13	1.50E-14
848.1952222	5.32E-13	1.93E-14
848.1952222	5.67E-13	2.05E-14
848.1952222	5.52E-13	1.51E-14
848.1952222	5.49E-13	1.50E-14
848.1952222	5.32E-13	1.93E-14
896.3085181	5.42E-13	1.48E-14
896.3085181	5.39E-13	1.95E-14
896.3085181	5.36E-13	1.94E-14
896.3085181	5.27E-13	1.91E-14
896.3085181	5.42E-13	1.48E-14
896.3085181	5.39E-13	1.95E-14
896.3085181	5.36E-13	1.94E-14
896.3085181	5.27E-13	1.91E-14
945.2276768	5.32E-13	1.45E-14
945.2276768	5.29E-13	1.44E-14
945.2276768	5.22E-13	1.89E-14
945.2276768	5.08E-13	1.84E-14
945.2276768	5.32E-13	1.45E-14
945.2276768	5.29E-13	1.44E-14
945.2276768	5.22E-13	1.89E-14
945.2276768	5.08E-13	1.84E-14
983.4856001	5.05E-13	3.16E-14
983.4856001	4.87E-13	3.05E-14
983.4856001	4.69E-13	4.53E-14
983.4856001	5.05E-13	3.16E-14
983.4856001	4.87E-13	3.05E-14
983.4856001	4.69E-13	4.53E-14
1000.33471	5.27E-13	2.38E-14
1000.33471	5.15E-13	1.87E-14
1000.33471	5.07E-13	1.84E-14
1000.33471	5.03E-13	1.82E-14
1000.33471	5.27E-13	2.38E-14
1000.33471	5.15E-13	1.87E-14
1000.33471	5.07E-13	1.84E-14
1000.33471	5.03E-13	1.82E-14
1031.8538	5.81E-13	1.85E-13
1048.871495	5.03E-13	1.37E-14
1048.871495	4.98E-13	1.81E-14
1048.871495	4.98E-13	1.81E-14
1048.871495	4.96E-13	1.80E-14
1048.871495	5.03E-13	1.37E-14
1048.871495	4.98E-13	1.81E-14
1048.871495	4.98E-13	1.81E-14
1048.871495	4.96E-13	1.80E-14
1096.125478	5.03E-13	1.82E-14
1096.125478	4.98E-13	1.81E-14
1096.125478	4.94E-13	1.79E-14
1096.125478	4.87E-13	1.77E-14
1096.125478	5.03E-13	1.82E-14
1096.125478	4.98E-13	1.81E-14
1096.125478	4.94E-13	1.79E-14
1096.125478	4.87E-13	1.77E-14
1145.044637	4.78E-13	1.73E-14
1145.044637	4.67E-13	1.69E-14
1145.044637	4.67E-13	1.69E-14
1145.044637	4.50E-13	1.63E-14
1145.044637	4.78E-13	1.73E-14
1145.044637	4.67E-13	1.69E-14
1145.044637	4.67E-13	1.69E-14
1145.044637	4.50E-13	1.63E-14
1192.8793	6.50E-13	2.23E-13
1200.961645	4.93E-13	1.79E-14
1200.961645	4.65E-13	1.69E-14
1200.961645	4.63E-13	1.68E-14
1200.961645	4.59E-13	2.47E-14
1200.961645	4.93E-13	1.79E-14
1200.961645	4.65E-13	1.69E-14
1200.961645	4.63E-13	1.68E-14
1200.961645	4.59E-13	2.47E-14
1248.692567	4.63E-13	1.68E-14
1248.692567	4.54E-13	1.65E-14
1248.692567	4.52E-13	1.64E-14
1248.692567	4.50E-13	1.23E-14
1248.692567	4.63E-13	1.68E-14
1248.692567	4.54E-13	1.65E-14
1248.692567	4.52E-13	1.64E-14
1248.692567	4.50E-13	1.23E-14
1296.374151	4.76E-13	1.73E-14
1296.374151	4.52E-13	1.64E-14
1296.374151	4.46E-13	1.22E-14
1296.374151	4.42E-13	1.60E-14
1296.374151	4.76E-13	1.73E-14
1296.374151	4.52E-13	1.64E-14
1296.374151	4.46E-13	1.22E-14
1296.374151	4.42E-13	1.60E-14
1344.865709	4.38E-13	1.59E-14
1344.865709	4.38E-13	1.59E-14
1344.865709	4.32E-13	1.57E-14
1344.865709	4.30E-13	1.56E-14
1344.865709	4.38E-13	1.59E-14
1344.865709	4.38E-13	1.59E-14
1344.865709	4.32E-13	1.57E-14
1344.865709	4.30E-13	1.56E-14
1400.400343	4.26E-13	1.55E-14
1400.400343	4.26E-13	1.92E-14
1400.400343	4.16E-13	1.51E-14
1400.400343	4.10E-13	1.85E-14
1400.400343	4.26E-13	1.55E-14
1400.400343	4.26E-13	1.92E-14
1400.400343	4.16E-13	1.51E-14
1400.400343	4.10E-13	1.85E-14
1448.509527	4.18E-13	1.14E-14
1448.509527	4.12E-13	1.13E-14
1448.509527	4.07E-13	1.48E-14
1448.509527	3.99E-13	1.45E-14
1448.509527	4.18E-13	1.14E-14
1448.509527	4.12E-13	1.13E-14
1448.509527	4.07E-13	1.48E-14
1448.509527	3.99E-13	1.45E-14
1496.191111	4.18E-13	1.52E-14
1496.191111	4.15E-13	1.13E-14
1496.191111	4.05E-13	1.11E-14
1496.191111	3.96E-13	1.79E-14
1496.191111	4.18E-13	1.52E-14
1496.191111	4.15E-13	1.13E-14
1496.191111	4.05E-13	1.11E-14
1496.191111	3.96E-13	1.79E-14
1543.876806	4.18E-13	1.52E-14
1543.876806	4.07E-13	1.84E-14
1543.876806	4.05E-13	1.47E-14
1543.876806	4.03E-13	1.46E-14
1543.876806	4.18E-13	1.52E-14
1543.876806	4.07E-13	1.84E-14
1543.876806	4.05E-13	1.47E-14
1543.876806	4.03E-13	1.46E-14
1581.279528	4.12E-13	2.22E-14
1581.279528	4.09E-13	3.61E-14
1581.279528	3.76E-13	2.35E-14
1581.279528	4.12E-13	2.22E-14
1581.279528	4.09E-13	3.61E-14
1581.279528	3.76E-13	2.35E-14
1597.314552	4.03E-13	1.82E-14
1597.314552	3.96E-13	1.44E-14
1597.314552	3.94E-13	1.43E-14
1597.314552	3.92E-13	2.11E-14
1597.314552	4.03E-13	1.82E-14
1597.314552	3.96E-13	1.44E-14
1597.314552	3.94E-13	1.43E-14
1597.314552	3.92E-13	2.11E-14
1645.427848	3.96E-13	1.79E-14
1645.427848	3.90E-13	1.42E-14
1645.427848	3.89E-13	1.06E-14
1645.427848	3.77E-13	1.37E-14
1645.427848	3.96E-13	1.79E-14
1645.427848	3.90E-13	1.42E-14
1645.427848	3.89E-13	1.06E-14
1645.427848	3.77E-13	1.37E-14
1693.15877	3.88E-13	1.41E-14
1693.15877	3.81E-13	1.04E-14
1693.15877	3.79E-13	1.38E-14
1693.15877	3.78E-13	1.71E-14
1693.15877	3.88E-13	1.41E-14
1693.15877	3.81E-13	1.04E-14
1693.15877	3.79E-13	1.38E-14
1693.15877	3.78E-13	1.71E-14
1741.650328	3.81E-13	1.38E-14
1741.650328	3.67E-13	1.33E-14
1741.650328	3.66E-13	1.33E-14
1741.650328	3.57E-13	1.61E-14
1741.650328	3.81E-13	1.38E-14
1741.650328	3.67E-13	1.33E-14
1741.650328	3.66E-13	1.33E-14
1741.650328	3.57E-13	1.61E-14
1795.515675	3.76E-13	1.70E-14
1795.515675	3.71E-13	1.67E-14
1795.515675	3.68E-13	1.33E-14
1795.515675	3.64E-13	1.96E-14
1795.515675	3.76E-13	1.70E-14
1795.515675	3.71E-13	1.67E-14
1795.515675	3.68E-13	1.33E-14
1795.515675	3.64E-13	1.96E-14
1843.201371	3.78E-13	1.37E-14
1843.201371	3.59E-13	1.62E-14
1843.201371	3.57E-13	1.61E-14
1843.201371	3.41E-13	1.54E-14
1843.201371	3.78E-13	1.37E-14
1843.201371	3.59E-13	1.62E-14
1843.201371	3.57E-13	1.61E-14
1843.201371	3.41E-13	1.54E-14
1890.882954	3.78E-13	1.37E-14
1890.882954	3.69E-13	1.34E-14
1890.882954	3.68E-13	1.33E-14
1890.882954	3.47E-13	1.26E-14
1890.882954	3.78E-13	1.37E-14
1890.882954	3.69E-13	1.34E-14
1890.882954	3.68E-13	1.33E-14
1890.882954	3.47E-13	1.26E-14
1939.851451	3.64E-13	1.64E-14
1939.851451	3.49E-13	1.27E-14
1939.851451	3.47E-13	1.57E-14
1939.851451	3.41E-13	1.24E-14
1939.851451	3.64E-13	1.64E-14
1939.851451	3.49E-13	1.27E-14
1939.851451	3.47E-13	1.57E-14
1939.851451	3.41E-13	1.24E-14
1994.526773	3.64E-13	1.64E-14
1994.526773	3.48E-13	1.26E-14
1994.526773	3.46E-13	1.56E-14
1994.526773	3.44E-13	1.86E-14
1994.526773	3.64E-13	1.64E-14
1994.526773	3.48E-13	1.26E-14
1994.526773	3.46E-13	1.56E-14
1994.526773	3.44E-13	1.86E-14
2042.640069	3.41E-13	1.24E-14
2042.640069	3.32E-13	1.20E-14
2042.640069	3.29E-13	1.49E-14
2042.640069	3.15E-13	1.15E-14
2042.640069	3.41E-13	1.24E-14
2042.640069	3.32E-13	1.20E-14
2042.640069	3.29E-13	1.49E-14
2042.640069	3.15E-13	1.15E-14
2091.131627	3.57E-13	1.30E-14
2091.131627	3.35E-13	1.51E-14
2091.131627	3.33E-13	1.51E-14
2091.131627	3.26E-13	1.18E-14
2091.131627	3.57E-13	1.30E-14
2091.131627	3.35E-13	1.51E-14
2091.131627	3.33E-13	1.51E-14
2091.131627	3.26E-13	1.18E-14
2139.668412	3.51E-13	1.27E-14
2139.668412	3.33E-13	1.21E-14
2139.668412	3.29E-13	1.19E-14
2139.668412	3.26E-13	1.47E-14
2139.668412	3.51E-13	1.27E-14
2139.668412	3.33E-13	1.21E-14
2139.668412	3.29E-13	1.19E-14
2139.668412	3.26E-13	1.47E-14
2197.201256	3.48E-13	2.48E-14
2197.201256	3.47E-13	1.87E-14
2197.201256	3.20E-13	1.45E-14
2197.201256	3.18E-13	2.54E-14
2197.201256	3.48E-13	2.48E-14
2197.201256	3.47E-13	1.87E-14
2197.201256	3.20E-13	1.45E-14
2197.201256	3.18E-13	2.54E-14
2243.645265	3.48E-13	1.57E-14
2243.645265	3.46E-13	1.87E-14
2243.645265	3.29E-13	1.48E-14
2243.645265	3.14E-13	1.14E-14
2243.645265	3.48E-13	1.57E-14
2243.645265	3.46E-13	1.87E-14
2243.645265	3.29E-13	1.48E-14
2243.645265	3.14E-13	1.14E-14
2291.758561	3.33E-13	1.80E-14
2291.758561	3.29E-13	2.06E-14
2291.758561	3.17E-13	1.71E-14
2291.758561	3.06E-13	1.11E-14
2291.758561	3.33E-13	1.80E-14
2291.758561	3.29E-13	2.06E-14
2291.758561	3.17E-13	1.71E-14
2291.758561	3.06E-13	1.11E-14
2340.295346	3.29E-13	1.49E-14
2340.295346	3.20E-13	1.73E-14
2340.295346	3.11E-13	2.22E-14
2340.295346	2.96E-13	1.85E-14
2340.295346	3.29E-13	1.49E-14
2340.295346	3.20E-13	1.73E-14
2340.295346	3.11E-13	2.22E-14
2340.295346	2.96E-13	1.85E-14
2378.12978	3.30E-13	1.78E-14
2378.12978	3.27E-13	1.77E-14
2378.12978	3.24E-13	2.31E-14
2378.12978	3.30E-13	1.78E-14
2378.12978	3.27E-13	1.77E-14
2378.12978	3.24E-13	2.31E-14
3095.5277	3.31E-13	9.84E-14
3692.4915	2.77E-13	8.51E-14
6152.1067	1.41E-13	4.31E-14
8904.7505	1.52E-13	5.23E-14
14410.0248	1.65E-13	5.09E-14
18375.0704	1.88E-13	5.62E-14
21724.7045	2.23E-13	6.59E-14
26797.2103	1.82E-13	5.45E-14
33684.6529	1.97E-13	5.73E-14
42971.82983	1.61E-13	5.87E-15
42971.82983	1.55E-13	5.67E-15
42971.82983	1.44E-13	6.54E-15
42971.82983	1.42E-13	5.19E-15
42971.82983	1.61E-13	5.87E-15
42971.82983	1.55E-13	5.67E-15
42971.82983	1.44E-13	6.54E-15
42971.82983	1.42E-13	5.19E-15
42982.48695	1.48E-13	6.72E-15
42982.48695	1.38E-13	7.49E-15
42982.48695	1.33E-13	6.03E-15
42982.48695	1.48E-13	6.72E-15
42982.48695	1.38E-13	7.49E-15
42982.48695	1.33E-13	6.03E-15
43040.671	1.77E-13	5.16E-14
49034.6331	1.81E-13	5.44E-14
74054.9383	1.20E-13	3.91E-14
83953.21976	8.57E-14	3.15E-15
83953.21976	8.48E-14	3.87E-15
83953.21976	8.16E-14	3.73E-15
83953.21976	7.99E-14	3.65E-15
83953.21976	8.57E-14	3.15E-15
83953.21976	8.48E-14	3.87E-15
83953.21976	8.16E-14	3.73E-15
83953.21976	7.99E-14	3.65E-15
83964.30859	9.23E-14	4.21E-15
83964.30859	8.27E-14	3.78E-15
83964.30859	7.93E-14	3.63E-15
83964.30859	9.23E-14	4.21E-15
83964.30859	8.27E-14	3.78E-15
83964.30859	7.93E-14	3.63E-15
91796.999	6.49E-14	2.74E-14
113844.5924	4.46E-14	1.94E-14
124873.7999	6.03E-14	2.77E-15
124873.7999	5.78E-14	2.14E-15
124873.7999	5.62E-14	2.08E-15
124873.7999	5.40E-14	2.00E-15
124873.7999	6.03E-14	2.77E-15
124873.7999	5.78E-14	2.14E-15
124873.7999	5.62E-14	2.08E-15
124873.7999	5.40E-14	2.00E-15
124885.3164	6.64E-14	3.05E-15
124885.3164	6.49E-14	2.98E-15
124885.3164	5.67E-14	4.11E-15
124885.3164	6.64E-14	3.05E-15
124885.3164	6.49E-14	2.98E-15
124885.3164	5.67E-14	4.11E-15
141326.1483	3.34E-14	1.45E-14
206839.869	2.47E-14	1.40E-15
206839.869	2.29E-14	1.10E-15
206839.869	2.16E-14	1.24E-15
206839.869	2.14E-14	8.36E-16
206839.869	2.47E-14	1.40E-15
206839.869	2.29E-14	1.10E-15
206839.869	2.16E-14	1.24E-15
206839.869	2.14E-14	8.36E-16
206851.3855	1.99E-14	1.50E-15
206851.3855	1.99E-14	1.50E-15
248495.1946	1.53E-14	1.60E-15
248495.1946	1.38E-14	9.46E-16
248495.1946	1.31E-14	1.49E-15
248495.1946	1.23E-14	1.30E-15
248495.1946	1.53E-14	1.60E-15
248495.1946	1.38E-14	9.46E-16
248495.1946	1.31E-14	1.49E-15
248495.1946	1.23E-14	1.30E-15
248506.2834	1.14E-14	1.01E-15
248506.2834	1.14E-14	1.01E-15
371421.7176	5.22E-15	9.75E-16
371421.7176	4.55E-15	7.46E-16
371421.7176	4.23E-15	1.28E-15
371421.7176	5.22E-15	9.75E-16
371421.7176	4.55E-15	7.46E-16
371421.7176	4.23E-15	1.28E-15
904774.5587	1.38E-15	3.83E-16
904774.5587	1.20E-15	4.46E-16
904774.5587	1.38E-15	3.83E-16
904774.5587	1.20E-15	4.46E-16
1.15E+06	5.39E-16	2.84E-16
1.15E+06	3.90E-16	3.39E-16
1.15E+06	5.39E-16	2.84E-16
1.15E+06	3.90E-16	3.39E-16
2.47E+06	8.86E-17	6.99E-17
2.47E+06	8.86E-17	6.99E-17
