time_sec	flux	flux_err	band	logF	logT	mag	mag_err
62568.0	3.1073208357299695e-14	9.452325716918455e-15	r	-13.507613902846254	4.796352272879935	21.88	0.33
62568.0	3.7400435057060065e-14	7.131776171625737e-15	i	-13.427123345880227	4.796352272879935	21.37	0.18
62568.0	3.6042003781081515e-14	8.970680422736692e-15	Z	-13.44319107210819	4.796352272879935	20.67	0.2
62568.0	2.4206731954863796e-14	8.84357785111887e-15	Y	-13.616063838801608	4.796352272879935	20.76	0.29
62568.0	1.736936929810053e-14	6.762276530826549e-15	J	-13.760215951001813	4.796352272879935	20.6	0.21
62568.0	9.897534190113495e-15	5.1496635152443334e-15	H	-14.004472989343176	4.796352272879935	20.29	0.19
2700.0	1.889084716330713e-13	1.739911322890394e-14	R	-12.723748565630324	3.4313637641589874	19.7	0.1
156330.0	1.7234000339057045e-14	1.7591362557378596e-15	r	-13.763613902846254	5.194042327886423	22.52	0.11
156330.0	1.9992939607445344e-14	2.50891447077515e-15	i	-13.699123345880228	5.194042327886423	22.05	0.09
156330.0	1.558866513353387e-14	3.1267702299208604e-15	Z	-13.80719107210819	5.194042327886423	21.58	0.12
156330.0	1.2132105023615058e-14	3.5129565640819797e-15	Y	-13.916063838801609	5.194042327886423	21.51	0.16
46236.0	2.0341646235017896e-13	2.07634482357051e-14	r'	-12.691613902846255	4.664980255060626	19.84	0.11
12173.0	4.021481703652606e-14	7.424693265188915e-15	r'	-13.395613902846256	4.085397622016969	21.6	0.2
12173.0	4.6224971718481536e-14	5.048981542334741e-15	i'	-13.335123345880227	4.085397622016969	21.14	0.06
12173.0	4.709038209964121e-14	8.835126113664652e-15	z'	-13.327067785601184	4.085397622016969	20.86	0.04
