73.9	0.798813	0.213363	R
85.7	0.787647	0.456544	R
96.5	1.176102	0.259975	R
106.6	1.761131	0.445817	R
118.9	1.413985	0.195349	R
126.6	2.163129	0.516271	R
140.8	1.440273	0.225512	R
151.6	2.014532	0.472132	R
162.7	2.062742	0.208984	R
181.5	2.416362	0.545193	R
184.8	1.813196	0.267203	R
207.1	2.101091	0.309628	R
220.0	1.957694	0.336267	R
229.4	2.081828	0.268441	R
243.2	1.668956	0.27669	R
263.0	1.907891	0.304181	R
273.0	2.081828	0.115046	R
310.3	2.120532	0.136716	R
318.0	2.511445	0.347244	R
347.6	1.951843	0.161794	R
383.0	1.940951	0.292282	R
384.5	1.916218	0.141192	R
421.7	2.368344	0.174506	R
459.1	2.325117	0.192736	R
463.0	2.344668	0.325218	R
496.7	2.179942	0.160624	R
533.9	2.22047	0.102256	R
551.0	2.06123	0.303906	R
570.9	2.200112	0.202638	R
608.1	2.282679	0.084097	R
665.5	1.951843	0.12584	R
743.1	2.101091	0.135462	R
820.0	1.881243	0.086634	R
897.6	1.623472	0.119622	R
966.4	1.653655	0.091384	R
1035.6	1.494324	0.110106	R
1112.6	1.427069	0.10515	R
1189.5	1.301502	0.095898	R
1266.7	1.133561	0.093964	R
1335.8	0.925646	0.07673	R
1413.4	1.082542	0.059823	R
1482.9	1.043386	0.076879	R
1552.3	1.03382	0.095218	R
1621.6	0.892164	0.147908	R
1690.5	1.005645	0.092623	R
1760.1	0.777043	0.071568	R
1829.7	0.828791	0.091601	R
1899.2	0.755866	0.090503	R
1968.4	0.735267	0.101581	R
2037.4	0.676776	0.105967	R
2107.0	0.755866	0.132274	R
2176.2	0.658332	0.103079	R
2245.6	0.836459	0.069337	R
2315.0	0.900419	0.066345	R
2384.0	0.628702	0.075277	R
2452.9	0.683038	0.088074	R
2522.5	0.689358	0.08254	R
2591.5	0.600406	0.099539	R
2660.3	0.513387	0.085112	R
2729.5	0.611568	0.090124	R
3110.1	0.522932	0.028898	R
3802.6	0.411571	0.022744	R
4690.0	0.504869	0.132041	R
4843.6	0.262087	0.026553	R
5100.0	0.420745	0.089587	R
5579.0	0.222047	0.026587	R
6122.0	0.388909	0.125084	R
6317.2	0.262087	0.033795	R
10013.0	0.197584	0.034686	R
17560.0	0.213228	0.068892	R
