#Time Err_time Residuals Err_residuals
   1.5460251909693024e+01    5.2301258151870844e-01   -2.3839903428451792e-01    1.1568735664612818e-01
   2.0188285646622148e+01    5.2301258151870844e-01   -3.4450183222632763e-01    7.8046589374854744e-02
   2.4874478377029778e+01    5.2301258151870844e-01   -3.7608264384894174e-01    5.4877598972488111e-02
   2.9456068591133665e+01    5.2301258151870844e-01   -3.4487145659860241e-01    6.0367897658487296e-02
   3.4037658805237548e+01    5.2301258151870844e-01   -4.6734460890770718e-01    3.5927109398002602e-02
   3.8661090025862933e+01    5.2301258151870844e-01   -3.8181197739202033e-01    5.0526728540258053e-02
   4.3326362253009812e+01    5.2301258151870844e-01   -4.1940136085578972e-01    4.5091507776331072e-02
   4.7991634480156691e+01    5.2301258151870844e-01   -3.9170120500240735e-01    4.3626928732415117e-02
   5.0878663930139957e+01    5.2301258151870844e-01   -2.8216693385468805e-01    6.3626500230814204e-02
   5.7112973901842963e+01    2.0920503260748338e+00   -3.5139848198258899e-01    3.1415310593114060e-02
   6.4916321618102103e+01    2.0920503260748338e+00   -3.2976427550704035e-01    3.3197890401060255e-02
   7.2719669334361228e+01    2.0920503260748338e+00   -2.6752949074002447e-01    4.0914316070149143e-02
   8.0439335037577365e+01    2.0920503260748338e+00   -2.3624743880321308e-01    4.0020304731185244e-02
   8.8221762250575750e+01    2.0920503260748338e+00   -3.0697712208759570e-01    3.2751813757178838e-02
   9.6046030470095630e+01    2.0920503260748338e+00   -2.7945201583768770e-01    3.5781326669841837e-02
   1.0391213969613700e+02    2.0920503260748338e+00   -2.3341620786185530e-01    3.6209910846451483e-02
   1.1169456690913537e+02    2.0920503260748338e+00   -2.2492504310052941e-01    2.8636398397576472e-02
   1.1943515311561227e+02    2.0920503260748338e+00   -2.0568575353259155e-01    4.1301819063783343e-02
   1.2721758032861065e+02    2.0920503260748338e+00   -2.0739507678492525e-01    2.5251517120193728e-02
   1.3922594920028018e+02    6.2761509782245017e+00   -1.1911579194055449e-01    3.8360361416273095e-02
   1.5546025973062092e+02    6.2761509782245017e+00   -1.2661632766094225e-01    3.5751207118182450e-02
   1.7154812673813638e+02    6.2761509782245017e+00   -5.7119289543675830e-02    3.3033886044266526e-02
   1.8778243726847711e+02    6.2761509782245017e+00    2.6194091973146507e-02    5.0825770829490448e-02
   2.0217574351187196e+02    6.2761509782245017e+00    3.3574961883327099e-02    4.1605954031396442e-02
   2.1665273176830979e+02    6.2761509782245017e+00    9.1573254418074568e-02    5.6059292164965836e-02
   2.3276151927908600e+02    6.2761509782245017e+00    1.2557958814408948e-01    5.9315529090219865e-02
   2.4884938628660149e+02    6.2761509782245017e+00    1.7806157339279005e-01    6.5807364816275166e-02
   2.6500001480389921e+02    6.2761509782245017e+00    2.4919985141144252e-01    8.3631856269903299e-02
   2.7945608255707629e+02    6.2761509782245017e+00    3.4606881742005774e-01    1.0371828784048831e-01
   2.9569039308741702e+02    6.2761509782245017e+00    2.8686831581183969e-01    6.6694155336860655e-02
   3.1023014285363712e+02    6.2761509782245017e+00    3.0976680999259171e-01    8.6232750011195458e-02
   3.2474897211659646e+02    6.2761509782245017e+00    3.1977932531098957e-01    1.0463654965950997e-01
   3.3924688087629505e+02    6.2761509782245017e+00    3.8895372997217126e-01    2.0076173500632896e-01
   3.5366110762295068e+02    6.2761509782245017e+00    3.4131721629471140e-01    1.0943866595143742e-01
   3.6822177789243148e+02    6.2761509782245017e+00    4.5697338571677004e-01    1.4251088037199752e-01
   3.8278244816191238e+02    6.2761509782245017e+00    4.3191185451613923e-01    1.5582648923319753e-01
   3.9732219792813248e+02    6.2761509782245017e+00    4.7416659712156628e-01    1.8328376853166639e-01
   4.1179918618457032e+02    6.2761509782245017e+00    4.8777244816003074e-01    2.1327908335223453e-01
   4.2623433343448670e+02    6.2761509782245017e+00    5.2477310753314843e-01    2.5851702803425747e-01
   4.4079500370396750e+02    6.2761509782245017e+00    4.7720921708127684e-01    2.5520686821344318e-01
   4.5527199196040533e+02    6.2761509782245017e+00    5.3710558549598164e-01    2.6479289482375962e-01
   4.6979082122336467e+02    6.2761509782245017e+00    4.3249667108983236e-01    1.2099745249463599e-01
   4.8430965048632407e+02    6.2761509782245017e+00    3.9941440720414895e-01    1.0162846652858848e-01
   4.9874479773624040e+02    6.2761509782245017e+00    5.5390040367168658e-01    2.1599633046471758e-01
   5.1315902448289603e+02    6.2761509782245017e+00    5.1598303213567720e-01    2.1047845811962015e-01
   5.2771969475237688e+02    6.2761509782245017e+00    5.0966444239792219e-01    1.9394785555142816e-01
   5.4215484200229321e+02    6.2761509782245017e+00    5.6701558030244814e-01    2.9453326939240776e-01
   5.5654814824568814e+02    6.2761509782245017e+00    6.3205427380148604e-01    3.4148226933753295e-01
   5.7102513650212586e+02    6.2761509782245017e+00    5.5277938766693335e-01    2.5546049405096671e-01
   6.5064857191253407e+02    7.1443518635455575e+01    5.9850886701054873e-01    1.2336707377272318e-01
   7.9552305699321630e+02    7.1485359641977070e+01    6.5128473574128076e-01    1.3986215960384563e-01
   1.0133054959376067e+03    7.4686196640871572e+01    7.6448366207379070e-01    3.0002296533537848e-01
   1.1671548769171497e+03    7.7196657032161369e+01    7.8086731090073225e-01    3.5950838470184376e-01
   1.3215900319879941e+03    7.5397493751737002e+01    6.5708791066870642e-01    2.8758501656196439e-01
