61.	5.	3.395487775709678e-11	1.2509439617388884e-12
80.	5.	2.3275668802156224e-11	1.286261029348251e-12
100.	5.	1.610282845778216e-11	8.898752119039612e-13
119.	5.	1.3768992565416456e-11	1.0145368940599638e-12
138.	5.	9.702913576905527e-12	8.936713921586256e-13
157.	5.	8.849162343326462e-12	9.780455944228278e-13
176.	5.	7.923228153793737e-12	8.757075629049734e-13
195.	5.	7.02913947884528e-12	7.768892278321456e-13
214.	5.	6.9646959397909265e-12	8.339138865129778e-13
233.	5.	7.1598209405482904e-12	9.232214566855558e-13
248.	10.	4.81839232772877e-12	6.213064852635275e-13
277.	10.	4.354137684566268e-12	6.015463688368207e-13
306.	10.	4.082274062051657e-12	6.015861549693811e-13
336.	10.	3.9710207589224594e-12	5.851912618681815e-13
365.	10.	3.068330631640247e-12	5.93467776399215e-13
394.	10.	2.9573461152258096e-12	5.447633020620244e-13
423.	10.	3.068330631640247e-12	5.086866654850415e-13
452.	10.	3.212936601454346e-12	5.918448108974772e-13
481.	10.	2.798350790943078e-12	5.41249044141697e-13
510.	10.	2.32756680035403e-12	5.57379760259878e-13
542.	10.	1.971978396631858e-12	4.5406481905066156e-13
571.	10.	2.285083917861943e-12	4.840672291621462e-13
601.	10.	1.5955196289467344e-12	4.996394953777112e-13
695.	10.	2.027225932125544e-12	5.228003587319756e-13
724.	10.	1.4024976771950407e-12	4.650293285906283e-13
753.	10.	1.5663981133365044e-12	4.760929865067926e-13
825.	30.	1.1992290758695728e-12	2.982233238489169e-13
855.2	30.	1.3642757212833962e-12	6.282722057988172e-14
894.	30.	1.3896395010120313e-12	3.071772760109285e-13
964.	30.	1.2103254060545512e-12	3.009827503312092e-13
1201.6	30.	9.974752958232802e-13	5.512252350988285e-14
1211.	65.	6.235943123022264e-13	2.0676657728432803e-13
1420.	136.	6.178771651976817e-13	1.9348921155459303e-13
1478.	30.	9.097082805320482e-13	5.027233886466804e-14
1941.5	30.	7.226069701097326e-13	3.327728170734889e-14
2177.	30.	6.235943123022264e-13	4.020461224973045e-14
2293.1	30.	6.010382968337593e-13	2.7678837248974943e-14
2461.	30.	5.186831554149458e-13	2.866349126465582e-14
2522.	15.	4.559341718345863e-13	4.199309030700973e-14
2652.	60.	4.47612435228261e-13	2.473597801118582e-14
2663.9	30.	4.47612435228261e-13	2.885864101305013e-14
2864.	25.	6.651232753617982e-13	2.4504047727043686e-13
2874.	60.	4.1966441269441135e-13	2.31915131651614e-14
3031.7	30.	3.934614086231391e-13	2.8991308807849894e-14
3100.	201.	4.274665567606506e-13	1.574845039497415e-13
3125.	90.	3.934614086231391e-13	2.1743481605887425e-14
3397.8	30.	3.2426654269845257e-13	2.6879447839273566e-14
3402.	90.	3.458614370191894e-13	1.9113009889148957e-14
3683.	90.	3.2726694412143785e-13	1.808544020777185e-14
3760.7	30.	3.1542937904380146e-13	2.614690825154553e-14
3787.	334.	3.3643575253340536e-13	1.332435789835933e-13
4018.	120.	3.395487542703223e-13	1.563679844870169e-14
4121.5	30.	2.6724041649106135e-13	2.707512794678139e-14
4551.8	60.	2.9573460137557417e-13	1.9066714917969134e-14
5309.4	60.	2.414916613548986e-13	2.001798415892966e-14
6073.3	60.	1.900649946376266e-13	1.925619678185984e-14
6903.4	90.	1.389639453331845e-13	1.6638768546362643e-14
7116.5	90.	2.1033044388511948e-13	1.7434935310852545e-14
7332.1	90.	1.781977176476131e-13	1.4771355122630948e-14
82747.	7317.	1.0160196766795212e-14	1.4972619705980254e-15
1.113287e6	2400.	1.3768990675694414e-15	2.536341887050235e-16
3.4343882e7	2865.	7.707297128994706e-16	1.774670798738976e-16
