z=   2.6090000e+00 0.
TotalEnergy(erg)    2.1121261751780348e+04    1.3743652806196336e+04
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    1.5679136425651874e+04    9.7073406281003936e+03
Energy2(erg)    1.0179909889879495e+04   -8.2884733146909457e+03
T_min_T_max    1.2393737988879480e+04    6.1740648933758945e+04
Interval1    1.2393737988879480e+04    1.1057516631041281e+05
Interval2    1.1057516631041281e+05    6.1740648933758945e+04
