z=   2.6090000e+00 0.
TotalEnergy(erg)    2.1277560303530879e+06    5.0156206075791153e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    3.9034669662477965e+06    8.1609811099569430e+05
Energy2(erg)    1.0304223578237469e+06    3.1869215833801316e+05
T_min_T_max    2.3829315813982770e+01    4.1922970728553412e+02
Interval1    2.3829315813982770e+01    1.7484895624032731e+02
Interval2    1.7484895624032731e+02    4.1922970728553412e+02
