z=   2.1062000e+00 0.
TotalEnergy(erg)    9.9009228400921667e+04    9.5125026623377630e+02
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    6.6384417723451531e+05    3.8302654184274729e+03
Energy2(erg)    5.0791866301938884e+04    7.4671317690170565e+02
T_min_T_max    2.3552894364879903e+04    6.6667954847687122e+05
Interval1    2.3552894364879903e+04    7.4135642694543712e+04
Interval2    7.4135642694543712e+04    6.6667954847687122e+05
