115	19.1	0	V	4096
77	18.7	0	n/a	4103
1536	19.1	0	Rc	4097
10440	20	0	I	4098
8640	21.7	0	J	4098
6300	21.5	0	R	4105
4177	17.8	0	n/a	4106
14899	20.5	0	v_swift	4107
14232.5	22	0.5	b_swift	4107
17948	20.9	0.3	u_swift	4107
17538.5	21.7	0.4	uvw1_swift	4107
17058	21	0	uvm2_swift	4107
14739.5	22.8	0.6	uvw2_swift	4107
21008	20.3	0	v_swift	4109
20406.5	21.7	0	b_swift	4109
23758	20.7	0	u_swift	4109
23700	20.7	0	uvw1_swift	4109
23219.5	21	0	uvm2_swift	4109
20914.5	21.1	0	uvw2_swift	4109
105	15.7	0	Rc	4112
169	15.2	0	Ic	4112
105	18.3	0	Rc	4112
19047	21.43	0.24	R	4186
