Tstart(s)          Tend(s)    ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  LowerL   
   4086.7      -9.0     0.001    -9.000 R  20.92   0.05  -9.00  -9.00  -9.00 ANU soderberg07 0 0
   7655.0      -9.0     0.001    -9.000 R  21.18   0.12  -9.00  -9.00  -9.00 ANU soderberg07 0 0
   8009.3      -9.0     0.001    -9.000 R  21.40   0.15  -9.00  -9.00  -9.00 ANU soderberg07 0 0
   8372.2      -9.0     0.001    -9.000 R  21.16   0.08  -9.00  -9.00  -9.00 ANU soderberg07 0 0
   8726.4      -9.0     0.001    -9.000 R  21.43   0.11  -9.00  -9.00  -9.00 ANU soderberg07 0 0
   9097.9      -9.0     0.001    -9.000 R  21.44   0.26  -9.00  -9.00  -9.00 ANU soderberg07 0 0
   9383.0      -9.0     0.001    -9.000 R  21.39   0.16  -9.00  -9.00  -9.00 ANU soderberg07 0 0
   9745.9      -9.0     0.001    -9.000 R  21.37   0.16  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  10048.3      -9.0     0.001    -9.000 R  21.18   0.17  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  10368.0      -9.0     0.001    -9.000 R  21.35   0.16  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  10661.8      -9.0     0.001    -9.000 R  21.36   0.10  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  11033.3      -9.0     0.001    -9.000 R  21.44   0.27  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  11301.1      -9.0     0.001    -9.000 R  21.46   0.22  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  11741.8      -9.0     0.001    -9.000 R  21.63   0.34  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  12752.6      -9.0     0.001    -9.000 R  21.71   0.30  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  13573.4      -9.0     0.001    -9.000 R  21.87   0.46  -9.00  -9.00  -9.00 ANU soderberg07 0 0
  80170.6      -9.0     0.001    -9.000 R  22.62   0.30  -9.00  -9.00  -9.00 P60 soderberg07 0 0
 157801.0      -9.0     0.001    -9.000 R  23.46 100.00  -9.00  -9.00  -9.00 P60 soderberg07 1 0
