Tstart(daltrigger) Tend    Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib
2640. -9. -9. 1.d-3 -9. RC  22.93  0.06 -9. -9. -9. Gemini-S  GCN7233 0 DSS 0. 0. 0 nnn 
3000. -9. -9. 1.d-3 -9. RC  22.86  0.05 -9. -9. -9. Gemini-S  GCN7233 0 DSS 0. 0. 0 nnn    
3360. -9. -9. 1.d-3 -9. RC  22.78  0.04 -9. -9. -9. Gemini-S  GCN7233 0 DSS 0. 0. 0 nnn    
3720. -9. -9. 1.d-3 -9. RC  22.56  0.04 -9. -9. -9. Gemini-S  GCN7233 0 DSS 0. 0. 0 nnn    
4080. -9. -9. 1.d-3 -9. RC  22.87  0.05 -9. -9. -9. Gemini-S  GCN7233 0 DSS 0. 0. 0 nnn    
