time_sec	flux	flux_err	band	source
25287	1.7047534429969212e-13	3.2232381103254917e-15	r	28739
657	4.540432895205241e-12	6.83280316997766e-13	v_swift	28745
583	4.273954152954735e-12	4.942998438458557e-13	b_swift	28745
442	4.540416376781737e-12	5.05682750972155e-13	u_swift	28745
732	3.444258044721889e-12	4.885950930143188e-13	u_swift	28745
682	1.554647112961176e-12	4.519064411010146e-13	uvm2_swift	28745
633	1.2964297864182849e-12	3.7099229146361536e-13	uvw2_swift	28745
903	5.923677188855256e-12	2.1823633265227176e-13	R	31752
1093	5.402457805081328e-12	1.4927542569011514e-13	R	31752
1280	4.411551805638055e-12	2.0315946849266303e-13	R	31752
1478	4.251981669494673e-12	1.5664879372579788e-13	R	31752
1665	3.408720430360406e-12	1.8837285237917085e-13	R	31752
1852	3.1087899808226315e-12	1.7179808321019446e-13	R	31752
2138	2.6338520965585524e-12	1.9406939438997875e-13	R	31752
2326	2.358258364927449e-12	1.9548326003437642e-13	R	31752
2801.5	1.9615138708464778e-12	1.0839726236909153e-13	R	31752
3665	1.332267346507925e-12	1.104357215502677e-13	R	31752
6800.5	1.02941711280364e-12	9.481281993658526e-14	R	31752
