time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
52986.74	4.5389569097219544e-14	7.989347183932861e-15	g	-13.643973448540883	4.724167200443495	22.4	0.1	manual
52986.74	4.8458407817246385e-14	4.504426622472613e-15	r	-13.522812490262126	4.724167200443495	21.9	0.1	manual
52986.74	4.0750605049580843e-14	5.395325352681014e-15	i	-13.544567211779112	4.724167200443495	21.8	0.1	manual
52986.74	5.734953354570747e-14	1.500148872732423e-14	z	-13.356539431639591	4.724167200443495	21.2	0.2	manual
98.63	4.7176701651804746e-11	5.07030390866145e-12	V	-10.576090382971438	1.994009033123613	14.64	0.07	manual
8171.24	2.5687839201763055e-13	2.5057024450046136e-14	V	-12.840090382971438	3.912287966482773	20.3	0.05	manual
8303.56	2.4758684976844936e-13	2.4150687410610027e-14	V	-12.856090382971436	3.919264328144701	20.34	0.05	manual
8477.08	2.5687839201763055e-13	2.5057024450046136e-14	V	-12.840090382971438	3.928246281705688	20.3	0.05	manual
8842.95	2.364436059252715e-13	2.2119066536077224e-14	V	-12.876090382971435	3.946597169424781	20.39	0.04	manual
9051.58	2.408394207559434e-13	2.2530290685444315e-14	V	-12.868090382971436	3.9567243941653514	20.37	0.04	manual
10593.96	2.133058735360969e-13	8.229330520878391e-15	Rc	-12.864054899421522	4.025058328821207	20.04	0.04	manual
10683.23	2.1527956848341382e-17	8.305475578675452e-19	Rc	-16.860054899421524	4.028702578450603	30.03	0.04	manual
14012.49	1.725849075487184e-13	6.658317577426198e-15	Rc	-12.956054899421522	4.146515315669301	20.27	0.04	manual
14177.94	1.7100263960563531e-13	6.597273754954907e-15	Rc	-12.960054899421522	4.151613134117575	20.28	0.04	manual
17433.78	1.503151706508699e-13	7.133062388743598e-15	Rc	-13.016054899421524	4.241391561244182	20.42	0.05	manual
17529.76	1.5595626087881192e-13	7.400754920124227e-15	Rc	-13.00005489942152	4.243775970207362	20.38	0.05	manual
17672.97	1.5595626087881192e-13	7.400754920124227e-15	Rc	-13.00005489942152	4.24730954023812	20.38	0.05	manual
17805.18	1.5310973831886136e-13	7.265675919626972e-15	Rc	-13.008054899421522	4.250546368496742	20.4	0.05	manual
19138.44	1.4893707288288983e-13	7.0676660796802785e-15	Rc	-13.020054899421522	4.281906534955821	20.43	0.05	manual
19269.76	1.2756383702246507e-13	1.1521497470370504e-14	V	-13.144090382971436	4.284876305660916	21.06	0.03	manual
104737.64	3.349676097469631e-14	1.0018836776332324e-15	Rc	-13.668054899421522	5.020102783938921	22.05	0.03	manual
22049.7	8.463999749143732e-14	1.777555762040903e-14	I	-13.209541799924134	4.3434026849952	20.49	0.19	manual
22298.22	1.1853989678731306e-13	6.550756782420474e-15	R	-13.123748565630322	4.348270196006373	20.7	0.06	manual
22543.82	1.1741607915851941e-13	1.2001753141509789e-14	V	-13.180090382971436	4.353027508176618	21.15	0.06	manual
122365.13	2.7660787786031257e-14	2.038122163730795e-15	R	-13.755748565630324	5.087657675929427	22.28	0.08	manual
2104081.33	3.4503610675268096e-15	5.720219970864662e-16	R	-14.659748565630322	6.323062522785675	24.54	0.18	manual
9960807.24	3.089331728287575e-15	5.975297315289541e-16	R	-14.707748565630324	6.998294535780266	24.66	0.21	manual
30743.42	8.26740361761352e-14	5.430235928006145e-15	r	-13.290812490262129	4.487752178209624	21.32	0.07	manual
35692.97	7.751203527796008e-14	5.091182894742457e-15	r	-13.318812490262127	4.552582686956657	21.39	0.07	manual
53056.62	3.048111402142255e-14	1.1559991165180435e-14	J	-13.580564690192665	4.724739579568191	20.64	0.18	manual
53056.62	8.833788232597987e-15	6.455110788102824e-15	K	-14.081367612331915	4.724739579568191	20.46	0.36	manual
53057.43	5.928653377963678e-14	9.90780322297343e-15	g	-13.527973448540884	4.724746209765236	22.11	0.08	manual
53057.43	6.271466988036779e-14	3.553987659146226e-15	r	-13.410812490262126	4.724746209765236	21.62	0.06	manual
53057.43	5.836252344008512e-14	7.363312382761795e-15	i	-13.388567211779112	4.724746209765236	21.41	0.09	manual
53057.43	5.426625982794245e-14	1.1727979724008018e-14	z	-13.380539431639592	4.724746209765236	21.26	0.12	manual
136940.05	1.1804044430523354e-14	5.926462969456214e-15	J	-13.992564690192664	5.136530482102354	21.67	0.4	manual
136940.05	3.964121745023908e-15	2.983973998425773e-15	K	-14.429367612331914	5.136530482102354	21.33	0.41	manual
136940.1	2.917131855309515e-14	5.134655304494967e-15	g	-13.835973448540884	5.13653064067335	22.88	0.1	manual
136940.1	2.5431333934316735e-14	1.6703931441430237e-15	r	-13.802812490262127	5.13653064067335	22.6	0.07	manual
136940.1	2.3021523538481174e-14	3.356877632033269e-15	i	-13.792567211779112	5.13653064067335	22.42	0.12	manual
136940.1	1.864360486668937e-14	4.876793427123896e-15	z	-13.84453943163959	5.13653064067335	22.42	0.2	manual
800242.72	1.3126440791232916e-15	8.916668842710694e-16	K	-14.909367612331916	5.903221731953053	22.53	0.21	manual
