time	flux	flux_err	band
28.0	3.851654190085086e-11	4.030187392014427e-12	R
31.3	3.354650560665883e-11	5.385556462320095e-12	R
34.6	2.921778495365733e-11	4.4636765604541584e-12	R
38.0	2.0589570547414947e-11	4.533203471797904e-12	R
41.3	1.7125658843902338e-11	3.6469811550543746e-12	R
44.6	1.2872037262222359e-11	2.5528073579898963e-12	R
48.0	1.100645058993762e-11	3.391847191929778e-12	R
51.3	9.239474863855438e-12	2.100312020074571e-12	R
54.6	7.1391628437808665e-12	1.9672965549147743e-12	R
58.0	8.426501225792645e-12	2.8591670762834654e-12	R
61.3	5.883656208844434e-12	9.44562247083113e-13	R
74.6	3.6445783273887745e-12	8.024264075305107e-13	R
94.6	3.1742950238986513e-12	7.663460022424083e-13	R
131.5	2.136226451243264e-12	6.308424773078515e-13	R
168.3	1.1848061185603422e-12	4.967128832389595e-13	R
time	flux	flux_err	band
28.0	3.851654190085086e-11	4.030187392014427e-12	R
31.3	3.354650560665883e-11	5.385556462320095e-12	R
34.6	2.921778495365733e-11	4.4636765604541584e-12	R
38.0	2.0589570547414947e-11	4.533203471797904e-12	R
41.3	1.7125658843902338e-11	3.6469811550543746e-12	R
44.6	1.2872037262222359e-11	2.5528073579898963e-12	R
48.0	1.100645058993762e-11	3.391847191929778e-12	R
51.3	9.239474863855438e-12	2.100312020074571e-12	R
54.6	7.1391628437808665e-12	1.9672965549147743e-12	R
58.0	8.426501225792645e-12	2.8591670762834654e-12	R
61.3	5.883656208844434e-12	9.44562247083113e-13	R
74.6	3.6445783273887745e-12	8.024264075305107e-13	R
94.6	3.1742950238986513e-12	7.663460022424083e-13	R
131.5	2.136226451243264e-12	6.308424773078515e-13	R
168.3	1.1848061185603422e-12	4.967128832389595e-13	R
